Unnamed: 0,Page_Group_ID,Post_ID,Post_Time,Post_Content,Comments_Size,Total_Interactions,Haha,Thích,Buồn,Yêu thích,Thương thương,Wow,Phẫn nộ,Label,Sublabel
2421,G_Y24,2496,1/23/2024 19:50,mình có casio vnx mình bán giá rẻ lại vì không dùng đến,0,0,0,0,0,0,0,0,0,,
2422,G_Y24,2497,1/23/2024 18:19,mọi người cho em hỏi mình không đổi mã pin ngân_hàng đông á thì nộp tiền_quân_sự có được không ạ,0,4,0,3,0,1,0,0,0,,
2423,G_Y24,2498,1/23/2024 18:19,hiện mình đang có tài_liệu tham_khảo các môn gồm bài_tập đề_cương trắc_nghiệm báo_cáo các môn đại_cương pldc kinh_tế vi_mô vĩ_mô nguyên_lý thống_kê quản_trị học các tài_liệu dành cho năm chi_tiết nhất các môn chuyên_ngành kế_toán doanh_nghiệp marketing quốc_tế luật thương_mại phí share chỉ cho tất_cả các môn ai cần chấm phía dưới để mình ib,0,0,0,0,0,0,0,0,0,,
2424,G_Y24,2499,1/23/2024 18:19,mọi người ai từng học vi_mô cô trần khánh linh và nhập_môn kinh_doanh thầy nguyễn sơn tùng review cho em với ạ,0,0,0,0,0,0,0,0,0,,
2425,G_Y24,2500,1/23/2024 18:19,giáo_trình kinh_tế vĩ_mô kèm slide giáo_trình kinh_tế vi_mô của mankiw sách của lê thế_giới slide các chương bài_tập giáo_trình marketing slide bài_tập giáo_trình pldc các dạng bài_tập đề ôn giáo_trình lịch_sử đảng nội_dung ôn thi giáo_trình kỷ_nguyên mới của quản_trị sách của lê thế_giới ngoài_ra mình sẽ tặng thêm cho các bạn file ôn bài_tập mỗi môn,0,0,0,0,0,0,0,0,0,,
2426,G_Y24,2501,1/23/2024 18:19,pass giáo_trình giá rẻ new slide và tài_liệu toán ứng_dụng đề_cương ôn và bản lý_thuyết viết_tay kinh_tế vi_mô slide và bài_tập pháp_luật đại_cương slide pháp_luật đại_cương bản full đề_cương ôn và các đề giữa kỳ và cuối kỳ slide marketing bản tiếng anh,0,0,0,0,0,0,0,0,0,,
2427,G_Y24,2502,1/23/2024 18:19,dạ mọi người cho em xin review vài chỗ học tiếng trung với ạ em cảm_ơn,0,0,0,0,0,0,0,0,0,,
2428,G_Y24,2503,1/23/2024 18:19,chúng_mình cần pass một_số tài_liệu học_tập này ạ ai có nhu_cầu cứ cmt vào bài viết mình sẽ chủ_động ib ạ,0,0,0,0,0,0,0,0,0,,
2429,G_Y24,2504,1/23/2024 18:19,có cách nào để nộp tiền học quân_sự ngoài chuyển tiền vào ngân_hàng đông á không ạ,11,2,0,2,0,0,0,0,0,,
2430,G_Y24,2505,1/23/2024 18:19,mình cần pass các tài_liệu này ạ kinh_tế vĩ_mô slide tập ghi tài_liệu ôn thi kinh_tế vi_mô giáo_trình tập ghi tài_liệu ôn thi plđc giáo_trình tài_liệu ôn thi toán ứng_dụng giáo_trình tài_liệu ôn thi mua ib mình gửi thêm file trên máy_tính miễn_phí ạ,0,0,0,0,0,0,0,0,0,,
2431,G_Y24,2506,1/23/2024 18:19,pháp_luật đại_cương giáo_trình slide đề_cương ôn_tập bao có quyển vĩ_mô giáo_trình slide outo cuốn câu hỏi đúng sai được đem vào phòng thi vi_mô giáo_trình slide thầy nguyễn văn long file ôn_tập và bài_tập thực_hành làm được bài thực_hành quản_trị học giáo_trình toán giáo_trình,0,0,0,0,0,0,0,0,0,,
2432,G_Y24,2507,1/23/2024 18:18,dạ cho em hỏi giùm bạn em là bạn ấy bị học lại môn tín_chỉ thì nộp học_phí học lại bao_nhiêu ạ,10,11,6,3,2,0,0,0,0,,
2433,G_Y24,2508,1/23/2024 15:29,sau tết mới bắt_đầu học_kỳ hay sao ạ,1,3,0,2,0,1,0,0,0,Ngày lễ,
2434,G_Y24,2509,1/23/2024 15:01,mình pass các tài_liệu này ạ quản_trị học sách kinh_tế vĩ_mô sách slide photo marketing căn_bản sách tiếng anh sách tiếng việt toán ứng_dụng sách tập toán cao_cấp cho các nhà kinh_tế i lê đình thúy pháp_luật đại_cương sách lịch_sử đảng sách ib mình để lấy sách nha mua sách của tui tặng kèm theo google drive tài_liệu bài_tập toán ứng_dụng đề ôn các năm vĩ_mô đề cuối kỳ thầy khôi cho ôn_tập sách bài_tập vĩ_mô tui gom trên web marketing căn_bản tổng_hợp quizlet các chương tài_liệu bài_tập nhóm pháp_luật đại_cương tổng_hợp so_sánh các chủ_thể quản_trị học tổng_hợp các câu hỏi của link azota tổng_hợp các câu hỏi cuối kỳ trên page hi due z giáo_trình online của các môn vĩ_mô thầy khôi marketing cô thảo quản_trị học thầy lãn toán ứng_dụng toán cao_cấp cho các nhà kinh_tế i ii huhu mn ủng_hộ cho tui có tiền đi ăn vặt với ăn xiên chiên mắm,8,6,1,0,0,4,0,1,0,,
2435,G_Y24,2510,1/23/2024 15:13,góc tìm bạn ở ghép xin chào mọi người hiện_tại mình đang cần tìm một bạn nữ ở ghép phòng người có_thể chuyển vào ngay wifi miễn_phí điện nước có bếp có máy_giặt không ngập đặc_biệt trọ ở ngay trước trường đh kinh_tế đn nên chỉ cần đi bộ phút bạn nào có nhu_cầu thì đừng ngại nhắn_tin cho mình nhé giá người địa_chỉ mỹ an,0,0,0,0,0,0,0,0,0,Tuyển dụng,
2436,G_Y24,2511,1/23/2024 15:01,tôi cần pass những sách này,0,0,0,0,0,0,0,0,0,,
2437,G_Y24,2512,1/23/2024 15:01,cho em hỏi vắng thi không có_lý_do chính_đáng thì phải học lại môn đó ạ,0,0,0,0,0,0,0,0,0,,
2438,G_Y24,2513,1/23/2024 15:01,mình cần pass giáo_trình kinh_tế vĩ_mô mankiw slide có giải kinh_tế vi_mô mankiw ths lê thế_giới slide thầy nguyễn thành long quản_trị học ths lê thế_giới kỷ_nguyên mới của quản_trị richard l daft slide nguyên_lý tiếp_thị slide pháp_luật đại_cương,0,0,0,0,0,0,0,0,0,,
2439,G_Y24,2514,1/23/2024 15:01,cho em hỏi điều_kiện học_phần cần học qp thì xin đổi được không ạ,1,1,0,1,0,0,0,0,0,,
2440,G_Y24,2515,1/23/2024 15:01,mình pass quản_trị học tiếng anh slide tài_liệu ôn trắc_nghiệm có đáp_án và nhiều câu sát đề thi toán ứng_dụng thầy dục đề thi qua các năm đáp_án do mình tự giải plđc giáo_trình file đề ôn thi đầy_đủ và chi_tiết bạn nào cần thì ở cmt mình sẽ chủ_động ib ạ cảm_ơn mọi người,0,0,0,0,0,0,0,0,0,,
2441,G_Y24,2516,1/23/2024 15:01,mình pass casio ạ,10,1,0,1,0,0,0,0,0,,
2442,G_Y24,2517,1/23/2024 15:01,mình pass quản_trị học tiếng anh slide tài_liệu ôn trắc_nghiệm có đáp_án và nhiều câu sát đề thi toán ứng_dụng thầy dục đề thi qua các năm đáp_án do mình tự giải plđc giáo_trình file đề ôn thi đầy_đủ và chi_tiết mn cần thì ở cmt mình sẽ chủ_động ib ạ cảm_ơn mn,0,0,0,0,0,0,0,0,0,,
2443,G_Y24,2518,1/23/2024 13:20,cho em hỏi trường xét học_bổng theo điểm trung_bình thang hay ạ,2,2,0,1,0,1,0,0,0,,
2444,G_Y24,2519,1/23/2024 12:09,mình pass một_số tài_liệu giáo_trình kinh_tế vĩ_mô slide chi_tiết đề và lời_giải chi_tiết giáo_trình quản_trị học tặng kèm plđc giáo_trình toán ứng_dụng trong kinh_tế đề ôn lời_giải chi_tiết,0,0,0,0,0,0,0,0,0,,
2445,G_Y24,2520,1/23/2024 12:09,tôi cần pass giáo_trình và slide học_tập ạ quản_trị học và vĩ_mô có note kỹ slide các bài giảng,0,0,0,0,0,0,0,0,0,,
2446,G_Y24,2521,1/23/2024 11:26,mình cần pass tài_liệu giá siêu hạt_dẻ ạ giáo_trình slide tài_liệu ôn kinh_tế vi_mô slide vở ghi toán ứng_dụng trong kinh_tế giáo_trình slide kinh_tế vĩ_mô mình có kèm theo file tài_liệu nữa ạ chỉ cần cmt thì mình sẽ tự ib ạ,0,0,0,0,0,0,0,0,0,,
2447,G_Y24,2522,1/23/2024 11:13,mọi người cho em hỏi môn triết của thầy lâm bá hòa tuần cuối thầy có cho nghỉ tết không ạ hay_là mình cúp ạ,0,2,0,2,0,0,0,0,0,,
2448,G_Y24,2523,1/23/2024 11:06,mình có nhặt được chiếc thẻ từ anhchị nào đánh_rơi thì comment bên dưới nhé,0,0,0,0,0,0,0,0,0,,
2449,G_Y24,2524,1/23/2024 10:27,mình cần pass ít giáo_trình bạn nào cần cmt mình ib cho nha_giáo_trình triết_học máclênin tặng slide giáo_trình toán giáo_trình pháp_luật đại_cương slide kinh_tế vĩ_mô mình có note hơi nhiều trong slide nếu bạn nào mua nhiều mình tặng luôn nha slide tin_học ứng_dụng,0,0,0,0,0,0,0,0,0,,
2450,G_Y24,2525,1/23/2024 10:42,mình cần pass một_số tài_liệu dưới đây giá hạt_dẻ,0,0,0,0,0,0,0,0,0,,
2451,G_Y24,2526,1/23/2024 10:21,em tìm giáo_trình và slide các môn dưới ạ,47,7,0,4,0,3,0,0,0,,
2452,G_Y24,2527,1/23/2024 9:52,quanh mỹ an có ai biết có chỗ nào sửa xe_máy_điện không ạ chỉ em với ạ em cảm_ơn,0,0,0,0,0,0,0,0,0,,
2453,G_Y24,2528,1/23/2024 9:43,trong mục tra_cứu học_phí không hiện tiền gửi xe thì phải làm_sao ạ,0,2,0,2,0,0,0,0,0,,
2454,G_Y24,2529,1/23/2024 9:25,em cần tìm giáo_trình slide tài_liệu của các môn sau ạ anhchị có pass em với ạ lịch_sử đảng nguyễn văn hoàn pháp_luật đại_cương lê thị bích_thủy quản_trị học nguyễn xuân lãn thị_trường và các định_chế_tài_chính huỳnh thùy yên khuê thống_kê kinh_doanh và kinh_tế đoàn thị ngọc cảnh tư_tưởng hồ chí minh dương anh hoàng,22,1,0,1,0,0,0,0,0,,
2455,G_Y24,2530,1/23/2024 7:51,ác_tính giúp em hai câu này với ạ help em vớiiii,1,1,0,1,0,0,0,0,0,,
2456,G_Y24,2531,1/23/2024 7:51,điểm d nhiều quá có ảnh_hưởng gì ạ,5,10,0,8,2,0,0,0,0,,
2457,G_Y24,2532,1/23/2024 7:51,mình nộp cả học_phí lẫn tiền giữ xe mà mới hiện đã nộp tiền giữ xe còn học_phí không hiện có sao không mọi người,20,19,0,16,2,1,0,0,0,,
2458,G_Y24,2533,1/23/2024 7:51,có ai muốn nhượng lại đồ thể_dục nữ size l giá không ạ hoặc muốn đổi từ size l sang size m không ạ,0,0,0,0,0,0,0,0,0,,
2459,G_Y24,2534,1/23/2024 0:24,khác với người bán_lẻ người bán_sỉ thường a ít chú_ý đến vấn_đề khuyến_mãi bầu không_khí và địa_điểm bán hàng b thực_hiện các thương_vụ lớn hơn c phải chấp_hành nhiều quy_định khác nhau của pháp_luật d tất_cả đúng e tất_cả sai,4,5,0,5,0,0,0,0,0,,
2460,G_Y24,2535,1/22/2024 23:49,cho em hỏi gpa và điểm rèn_luyện như thế_nào thì được xét học_bổng ạ,1,4,0,3,0,1,0,0,0,,
2461,G_Y24,2536,1/22/2024 23:49,có ai có đề tham_khảo marketing căn_bản không ạ cho mình xin với cảm_ơn rất nhiều ạ,2,2,0,2,0,0,0,0,0,,
2462,G_Y24,2537,1/22/2024 23:08,bao_nhiêu điểm có_thể đạt để đậu tiếng anh vậy ạ,4,2,0,2,0,0,0,0,0,,
2463,G_Y24,2538,1/22/2024 23:08,mọi người cho em hỏi là nộp tiền học_phí vào tài_khoản ngân_hàng đông á thì tầm bao_lâu sẽ trừ tiền ạ em nộp được hôm rồi mà chưa thấy trừ,3,2,0,1,1,0,0,0,0,,
2464,G_Y24,2539,1/22/2024 22:33,góc pass tài_liệu ạ mình cần pass các tài_liệu sau giáo_trình toán ưd slide đề ôn giáo_trình slide kinh_tế vĩ_mô đề file ôn_tập giáo_trình pldc,0,0,0,0,0,0,0,0,0,,
2465,G_Y24,2540,1/22/2024 22:32,cho em hỏi với ạ em chuyển tiền đóng quốc_phòng rồi thì tầm khi nào nó sẽ cập_nhật đã thanh_toán rồi vậy ạ,0,0,0,0,0,0,0,0,0,,
2466,G_Y24,2541,1/22/2024 22:32,anh_chị cho em hỏi điểm nhảy là gì và khi nào nhảy điểm vậy ạ em cảm_ơn anh_chị nhiều ạ,8,9,0,9,0,0,0,0,0,,
2467,G_Y24,2542,1/22/2024 22:12,mọi người ơi sáng nay em thi triết để quên khăn_quàng ở phòng có ai nhặt được không ạ hay_là em có_thể tìm lại ở đâu ạ,0,1,0,1,0,0,0,0,0,Tìm đồ,
2468,G_Y24,2543,1/22/2024 22:12,cần pass,0,0,0,0,0,0,0,0,0,,
2469,G_Y24,2544,1/22/2024 22:12,mình pass những tài_liệu sau bạn nào mua ở cmt mình ib ạ kinh_tế vi_mô marketing căn_bản pháp_luật đại_cương quản_trị học slide toán ứng_dụng trong kinh_tế mua full mình giảm_giá xí ạ môn nào mình có tài_liệu ôn thì mình share free hết nhé,0,0,0,0,0,0,0,0,0,,
2470,G_Y24,2545,1/22/2024 22:12,anh_chị cho em hỏi về thẻ đông á của trường mình với ạ lúc em ra atm để đổi mã pin mà tới cuối_cùng cứ bị thẻ không tồn_tại hay mất hiệu_lực gì ấy ạ chứ không ghi là thành_công nhưng lúc em nhập mã pin em mới đổi thì vẫn vào được bình_thường vậy giờ em muốn nộp tiền_quân_sự thì chuyển vào là được hay phải ra ngân_hàng hỏi lại vậy ạ em cảm_ơn anh_chị nhiều ạ,1,2,0,2,0,0,0,0,0,,
2471,G_Y24,2546,1/22/2024 21:30,góc pass tài_liệu quản_trị học mankiw slide marketing căn_bản pháp_luật đại_cương hiến pháp_luật tham_nhũng file ôn câu hỏi đúng sai tổng_hợp_lý_thuyết kinh_tế vi_mô giáo_trình mankiw và lê thế_giới slide sách tổng_hợp_lý_thuyết và bài_tập mỗi chương bộ đề thi giữa kỳ mới làm đề đầu toán ứng_dụng,0,0,0,0,0,0,0,0,0,,
2472,G_Y24,2547,1/22/2024 21:30,cách đăng_nhập như thế_nào vậy mọi người em đã kích_hoạt thẻ rồi ạ,2,6,0,5,0,1,0,0,0,,
2473,G_Y24,2548,1/22/2024 21:30,tôi cần tài_liệu ôn_tập nếu bạn có_thể gửi thêm tài_liệu ôn_tập trên máy_tính thì tôi sẽ mua,0,0,0,0,0,0,0,0,0,,
2474,G_Y24,2549,1/22/2024 21:30,mọi người cho em hỏi làm_sao để thay_đổi thông_tin đã lưu dữ_liệu ở phần kê_khai_thông_tin đi quân_sự ạ em đọc nhầm ảnh thẻ sinh_viên thành thẻ sinh_viên nên em up thẻ sinh_viên mất tiêu rồi ạ cứu em với,5,3,0,3,0,0,0,0,0,,
2475,G_Y24,2550,1/22/2024 21:30,có ai tải ảnh khai_sinh lên website đi quân_sự không được không ạ mọi người ai biết tải chỉ em tải với ạ huhu,4,1,0,1,0,0,0,0,0,,
2476,G_Y24,2551,1/22/2024 20:36,hệ_thống thông_tin quản_lý gv võ thị thanh vân nhập_môn kinh_doanh gv lê thị bích ngọc lịch_sử đảng gv hằng nga công_nghệ thông_tin và truyền_thông gv nguyễn thành_thủy,0,0,0,0,0,0,0,0,0,,
2477,G_Y24,2552,1/22/2024 19:37,pass nhanh ạ,0,0,0,0,0,0,0,0,0,,
2478,G_Y24,2553,1/22/2024 19:37,anh_chị cho em hỏi kỳ sau kỳ năm em có_học lại môn chuyên_ngành bắt_buộc vì kỳ này không có môn đó thì sang kỳ năm em có được đăng_ký thực_tập tốt_nghiệp không ạ với học lại từ f lên a hoặc b thì điểm đó được tính vào điểm của kỳ nào ạ mọi người giải_đáp giúp em với ạ,2,2,0,2,0,0,0,0,0,,
2479,G_Y24,2554,1/22/2024 19:07,các bạn đã khai_báo thông_tin đi quân_sự cho mình hỏi mình đã tải lên ảnh theo hướng_dẫn rồi nhưng sao lúc lưu dữ_liệu vẫn không hiển_thị ảnh lên,8,2,0,2,0,0,0,0,0,,
2480,G_Y24,2555,1/22/2024 18:52,cho em hỏi để pass học_phần tiếng anh trên trường và pass đầu_ra thì cần toeic kỹ_năng hay kỹ_năng ạ em cảm_ơn nhiều,2,3,0,2,0,1,0,0,0,,
2481,G_Y24,2556,1/22/2024 18:51,mình pass một_số giáo_trình sau ai cần thì cmt nhé,0,0,0,0,0,0,0,0,0,,
2482,G_Y24,2557,1/22/2024 18:17,anh cho em hỏi là bảo_hiểm y_tế của mình thì khám đúng tuyến ở bệnh_viện nào ạ nếu em khám ở bệnh_viện đa_khoa đà_nẵng thì có phải đúng tuyến hay không em là sinh_viên_ngoại_tỉnh ạ,0,0,0,0,0,0,0,0,0,,
2483,G_Y24,2558,1/22/2024 17:53,trong một tình_huống marketing cụ_thể bên làm marketing là a bên bán b bên mua c cả bên bán và bên mua d bên nào tích_cực hơn trong việc tìm cách trao_đổi với bên kia,17,5,0,5,0,0,0,0,0,,
2484,G_Y24,2559,1/22/2024 17:53,bạn đang chọn hình_thức giải_trí cho ngày nghỉ cuối tuần sắp tới sự lựa_chọn đó được quyết_định bởi a sự ưa_thích của cá_nhân bạn b giá tiền của từng loại_hình giải_trí c giá_trị của từng loại_hình giải_trí d sự sẵn có của từng loại_hình giải_trí,1,4,0,4,0,0,0,0,0,,
2485,G_Y24,2560,1/22/2024 17:53,giúp mình câu này với việc phân_đoạn thị_trường theo ích_lợi của sản_phẩm mà người tiêu_dùng mong_đợi đòi_hỏi phải xác_định a những lợi_ích cơ_bản mà người tiêu_dùng mong_muốn loại sản_phẩm nào đó mang lại cho họ b những loại người tìm_kiếm từng lợi_ích của sản_phẩm c các nhãn_hiệu hàng_hóa chính mang lại các lợi_ích được người tiêu_dùng ưa_thích d a và c e tất_cả các điều nêu trên,1,3,0,3,0,0,0,0,0,,
2486,G_Y24,2561,1/22/2024 17:53,em đã đổi mã pin và nạp đủ tiền vào thẻ đông á rồi ạ có cần đến ngân_hàng để kích_hoạt thẻ không ạ,0,1,0,1,0,0,0,0,0,,
2487,G_Y24,2562,1/22/2024 17:53,anhchị ơi cho em hỏi nếu chưa có thẻ sinh_viên thì nộp học_phí quân_sự cách nào ạ,0,2,0,0,0,2,0,0,0,,
2488,G_Y24,2563,1/22/2024 17:52,cho em hỏi là có ai nhặt được thẻ sinh_viên có mã không ạ nếu có thì cho em xin lại ạ em cảm_ơn,0,1,0,1,0,0,0,0,0,Tìm đồ,
2489,G_Y24,2564,1/22/2024 17:52,cho em hỏi đến giờ thẻ sinh_viên em chưa có mà làm muộn thì nạp tiền bằng cách khác được không ạ,5,1,0,1,0,0,0,0,0,,
2490,G_Y24,2565,1/22/2024 17:52,mọi người ơi cho em hỏi mình đăng_ký bị trùng lịch học quân_sự giờ mình phải làm_sao đây ạ,0,0,0,0,0,0,0,0,0,,
2491,G_Y24,2566,1/22/2024 16:09,cho em hỏi là có ai có đề_cương ôn_tập tự luận môn lý_luận chung về nhà_nước và pháp_luật không ạ cho em xin với em cảm_ơn ạ,3,6,3,2,0,1,0,0,0,,
2492,G_Y24,2567,1/22/2024 16:09,cho em xin review trung_thực về trung_tâm học toeic uy_tín với ạ đừng quảng_cáo em nhé,36,30,0,28,2,0,0,0,0,,
2493,G_Y24,2568,1/22/2024 16:09,mọi người ơi cho em hỏi với em chưa kích_hoạt mã pin giờ chuyển tiền vào thẻ đông á để nộp học_phí quân_sự thì nó tự_động trừ đúng không mọi người hay phải kích_hoạt mới chuyển được ạ,4,3,0,3,0,0,0,0,0,,
2494,G_Y24,2569,1/22/2024 16:09,mọi người anh_chị có ai có tài_liệu như bên dưới pass em với ạ,0,0,0,0,0,0,0,0,0,,
2495,G_Y24,2570,1/22/2024 16:09,trong giai_đoạn tìm_kiếm thông_tin người tiêu_dùng thường nhận thông_tin từ thương_mại nhiều nhất nhưng thông_tin cá_nhân lại có vai_trò quan_trọng cho hành_vi mua của người tiêu_dùng,0,0,0,0,0,0,0,0,0,,
2496,G_Y24,2571,1/22/2024 16:09,dạ cho em hỏi câu này với ạ công_ty sữa th true milk đưa sản_phẩm của mình cho các cửa_hàng tiêu_thụ sản_phẩm sau đó các cửa_hàng này bán sản_phẩm của mình cho người tiêu_dùng công_ty sữa mộc châu tổ_chức hệ_thống kênh marketing thuộc cấp nào,5,5,0,5,0,0,0,0,0,,
2497,G_Y24,2572,1/22/2024 14:49,cho em hỏi hạn nộp là ngày vậy mình chỉ cần bỏ tiền vào thẻ trước ngày hay trên hệ_thống phải hiện đã nộp trước ngày ạ,5,8,0,7,0,1,0,0,0,,
2498,G_Y24,2573,1/22/2024 14:45,mọi người ơi em chuyển tiền vào ngân_hàng mà mãi chưa thấy trừ lo quá đi thôi,0,1,0,0,1,0,0,0,0,,
2499,G_Y24,2574,1/22/2024 14:45,em cần giáo_trình slide của các môn này ạ,0,0,0,0,0,0,0,0,0,,
2500,G_Y24,2575,1/22/2024 14:19,mọi người cho em hỏi tiết kiểm_tra giữa kỳ của cô trang thứ tiết có nghỉ không ạ,0,0,0,0,0,0,0,0,0,,
2501,G_Y24,2576,1/22/2024 13:45,mọi người ơi cho em hỏi em chưa kích_hoạt thẻ ngân_hàng đông á nhưng có số tài_khoản thì có chuyển tiền học vào được không ạ,0,0,0,0,0,0,0,0,0,,
2502,G_Y24,2577,1/22/2024 13:43,mọi người ơi cho em hỏi là em đã hoàn_thành hết mọi thủ_tục online nộp bằng toeic để pass tiếng anh kỳ rồi nhưng điểm tiếng anh kỳ của em mới_đây không như mong_đợi thì làm_sao để em đăng_ký cải_thiện điểm vậy mọi người em chỉ cần đăng_ký lại trên hệ_thống web trường thôi hay phải thi lại bằng mới_rồi làm một cái đơn xin pass cải_thiện điểm nộp tiếp lên phòng đào_tạo ạ,0,0,0,0,0,0,0,0,0,,
2503,G_Y24,2578,1/22/2024 13:43,mọi người cho em hỏi là em chưa đem thẻ đi kích_hoạt nhưng chỉ cần chuyển tiền vào tài_khoản thì nhà_trường sẽ tự_động trừ tiền đi phải không ạ,1,2,0,0,0,2,0,0,0,,
2504,G_Y24,2579,1/22/2024 13:43,anh_chị cho em hỏi là nếu em nhầm lịch thi thì phải làm_sao ạ có được thi lại không ạ hay phải học lại vào kỳ tiếp_theo vậy ạ em nhìn nhầm lịch thi nên giờ không biết phải làm_sao hết ạ,1,1,0,1,0,0,0,0,0,,
2505,G_Y24,2580,1/22/2024 12:52,anhchị cho em hỏi môn lý_luận chung về nhà_nước và pháp_luật thì ôn những gì vậy ạ em cảm_ơn,0,0,0,0,0,0,0,0,0,,
2506,G_Y24,2581,1/22/2024 12:52,mọi người ơi cho em hỏi là em quên đi thi nên em được điểm f bây_giờ em học lại môn đó và đạt điểm a thì có kéo gpa lên không ạ,0,0,0,0,0,0,0,0,0,,
2507,G_Y24,2582,1/22/2024 12:28,em đã đăng_nhập vào tài_khoản học qsu nhưng không được liên_hệ thầy dạy qsu cũng chưa được phản_hồi vậy nếu em chuyển tiền vào tài_khoản đông á thì nhà_trường có xác_nhận trừ tiền nhập_học cho em không ạ,0,0,0,0,0,0,0,0,0,,
2508,G_Y24,2583,1/22/2024 12:20,mình cần pass một_số tài_liệu ạ,0,3,0,2,0,1,0,0,0,,
2509,G_Y24,2584,1/22/2024 11:51,mã pin của em bị ướt không thấy được thì làm cách nào ạ có phải đến ngân_hàng đông á gần trường mình không ạ em cảm_ơn,0,0,0,0,0,0,0,0,0,,
2510,G_Y24,2585,1/22/2024 11:31,sáng ai thi triết mình xin đề với ạ cảm_ơn,2,1,0,0,0,1,0,0,0,,
2511,G_Y24,2586,1/22/2024 11:30,cho em hỏi giờ em chưa có thẻ sinh_viên thì nộp tiền_quân_sự bằng cách nào ạ trường nói hạn cuối là sau ngày này em nộp được không ạ,4,1,0,0,1,0,0,0,0,,
2512,G_Y24,2587,1/22/2024 10:59,mọi người ơi sáng nay em xảy ra chuyện không đi thi triết được giờ em thi lại hay học lại ạ huhu,3,5,0,4,1,0,0,0,0,,
2513,G_Y24,2588,1/22/2024 10:59,em là và em đã chuyển tiền vào tài_khoản đông á để nộp học_phí quân_sự từ hôm rồi mà đến nay em kiểm_tra vẫn chưa thấy hiện nộp học_phí là sao vậy ạ tại sắp đến hạn rồi,9,12,0,10,2,0,0,0,0,,
2514,G_Y24,2589,1/22/2024 10:59,mọi người ơi cho em hỏi với em chưa đổi mã pin giờ chuyển tiền vào thẻ đông á để nộp học_phí quân_sự thì nó tự_động trừ đúng không mọi người hay phải đổi mã pin mới chuyển được ạ,7,4,0,4,0,0,0,0,0,,
2515,G_Y24,2590,1/22/2024 10:59,anh_chị cho em hỏi hình_thức thi marketing căn_bản là trắc_nghiệm hay có thêm tự luận nữa ạ mong anh_chị giải_đáp em cảm_ơn,2,6,0,6,0,0,0,0,0,,
2516,G_Y24,2591,1/22/2024 10:06,em muốn hủy học_phần thì em nộp đơn đề_nghị rút học_phần thay_vì đơn xin rút học_phần được không ạ,2,2,0,2,0,0,0,0,0,,
2517,G_Y24,2592,1/22/2024 10:06,trường mình còn hoạt_động thu_gom giấy vụn không ạ,0,0,0,0,0,0,0,0,0,,
2518,G_Y24,2593,1/22/2024 10:06,anh_chị cho em hỏi là đi quân_sự thì cuối tuần có được về nhà không ạ,4,4,0,4,0,0,0,0,0,,
2519,G_Y24,2594,1/22/2024 10:06,em cần mua giáo_trình slide tài_liệu các môn chủ_nghĩa xã_hội cô thu hiền luật kinh_doanh cô ánh nguyệt nhập_môn kinh_doanh thầy trần đình long triết_học mác lênin lê hữu ái em chủ_yếu cần tài_liệu ôn_tập thi anhchị có để lại em với ạ anhchị cmt ghi giá chụp sơ tài_liệu em sẽ chủ_động ib ạ em cảm_ơn ạ,10,1,0,1,0,0,0,0,0,,
2520,G_Y24,2595,1/22/2024 10:06,tôi cần tìm quyển sách này ạ,0,0,0,0,0,0,0,0,0,,
2521,G_Y24,2596,1/22/2024 10:06,mọi người ơi cho em hỏi là nộp học_phí quân_sự bằng tài_khoản vietcombank được không ạ nãy em ra ngân_hàng kích_hoạt thẻ nhưng thẻ bị lỗi nên phải làm lại thẻ mà đợi làm lại thẻ thì em sợ nộp học_phí không đúng hạn ạ,2,6,0,6,0,0,0,0,0,,
2522,G_Y24,2597,1/22/2024 9:06,tìm trọ gần trường đại_học kinh_tế tài_chính giá,12,7,0,7,0,0,0,0,0,,
2523,G_Y24,2598,1/22/2024 9:06,em muốn tìm giáo_trình lịch_sử các học_thuyết kinh_tế ạ,0,1,0,1,0,0,0,0,0,,
2524,G_Y24,2599,1/22/2024 9:06,làm_sao đăng_ký rút học_phần được ạ đăng_ký ở mục nào trên web vậy ạ,0,1,0,1,0,0,0,0,0,,
2525,G_Y24,2600,1/22/2024 9:06,chị ơi cho em hỏi là mình kích_hoạt thẻ ngân_hàng đông á thì mỗi tháng mình có nộp phí không ạ hay mình kích_hoạt lần đầu là tốn phí thôi ạ em cảm_ơn ạ,7,3,0,3,0,0,0,0,0,,
2526,G_Y24,2601,1/22/2024 9:06,triết_học thầy phạm huy thành mấy anhchị cho em review về thầy này với môn này với ạ em cảm_ơn,9,2,0,2,0,0,0,0,0,,
2527,G_Y24,2602,1/21/2024 22:22,có ai chuyển_khoản tiền rồi mà web vẫn hiện là chưa nộp không ạ bữa tiền xe thì hôm sau nộp được luôn mà đợt này gần ngày rồi vẫn chưa được huhu em có check kỹ là mình chuyển_khoản vào đúng số tài_khoản rồi,10,1,0,1,0,0,0,0,0,,
2528,G_Y24,2603,1/21/2024 22:50,dạ em cũng chưa kích_hoạt thẻ do em mất mã pin thì khi nộp tiền vào thì có tự_động nộp phí được không ạ,0,0,0,0,0,0,0,0,0,,
