content,emoji,comment,current,time,comments_size
['Tui cần 1 bạn kèm giúp tui môn thanh toán trong ngoại thương ạ. Trả công xứng đáng ạaaa '],"['Thích, 1']",[],868,"Thứ Tư, 13 Tháng 3, 2024 lúc 08:16",0
['Em cần tìm sách dưới đâyyy ạaaaaa '],"['Thích, 4']","['Mình có tổng quan du lịch 15k', 'Nguyễn Duyên c ơi rep ib em ạ', 'Mình có gttkd', 'Mình có ạ', 'Mình có tổng quan', 'Mk có triết nha', 'Theo dõi', 'Bạn nào Tiếng Anh ở mức căn bản muốn học cải thiện,Giao tiếp hay muốn có phương pháp và định hướng tự học IELTS thì follow FB mình nhé', 'Mình có gttkd 25k']",1067,"Thứ Tư, 13 Tháng 3, 2024 lúc 08:16",9
['Mình pass mấy môn dưới này ạ. Đều highlight và kèm tài liệu học cực chi tiết'],[],[],510522,"Thứ Năm, 4 Tháng 1, 2024 lúc 15:00"
['E cần những môn này ạ'],"['Thích, 2']","['mình có giáo trình + slide GTKD', 'Có gtrinh Gtip + đề ôn thi cuối kì', 'mình có gtkd giá siêu hạt dẻ ạ', 'Nguyễn Thị Hồng Thương free k ạ', 'Hà Hà', 'Nguyễn Thị Hồng Thương hạt điều được k ạ?', 'Hoàng Bảo Chi hạt điều giá hơi cao ạ', 'Mình có gt + slide ktct', 'Mình có gtkd, ktct, kdqt ạ', 'Phương Nhi còn k ạ', 'Thục Huyền còn gtkd ạ', 'Phương Nhi xin giá ạ', 'Thục Huyền 20 ạ', 'mình có giao tiếp , ktct nha', 'Thảo Uyên hok nha', 'Mình có gtiep với ktct ạ', 'Mình có b1, slide kdqt', 'Đỗ Như Nguyệt dạ ib b1 e với', 'Mình có sách b1 chưa cào mã, slide + giáo ttrinh ktct', 'Nguyễn Thị Như Quỳnh sách 3A đk ạ, còn ko ạ', 'Nguyễn Thị Như Quỳnh còn B1 không c', 'Mình có sách ta chưa cào mã ạ', 'Nguyễn Phạm Kim Luyến communication 2 ạ', 'Hoàng Trang đr ạ', 'Nguyễn Phạm Kim Luyến ib ạ', 'Nguyễn Phạm Kim Luyến còn ko ạ', 'Nga Lê dạ hết', 'C có toán tc nha', 'Thanh Tâm Đỗ + tcc + kdqt nữa nè Tâm, lấy luôn mà pass nì', 'Vy Vy dữ kkkk', 'c có eng composition b1 5k', 'Ngọc Huỳnh dạ còn không c', 'c hết rùi nè', 'Dương Bảo Hân c cx hết r', 'Có 1,2,5,7', 'NT Hồng Tín sách 3A cào mã chưa ạ', 'Thanh Dung ch cào mã nha', 'NT Hồng Tín còn ko ạ', 'Hoàng Trang hết r ạ', 'Mình có GTTKD nhé', 'Mình có Giao tiếp trong kinh doanh ạ', 'mình có GTKD nè bạn, tặng kèm file ôn']",511607,"Thứ Năm, 4 Tháng 1, 2024 lúc 14:42",43
"['Em cần slide, tài liẹu của những môn mày, ac nào có cmt giúp e vs ạ']",[],[],512847,"Thứ Năm, 4 Tháng 1, 2024 lúc 14:18"
['Em cần sách này chưa cào mã. Ai pass không ạ(em cần 2 cuốn ạ)'],[],[],513627,"Thứ Năm, 4 Tháng 1, 2024 lúc 14:14"
"['em cần mua tài liệu học môn Đầu tư tài chính cô Hương, ai có pass cho e với ạ']","['Thích, 2']",[],514829,"Thứ Năm, 4 Tháng 1, 2024 lúc 13:54"
['GÓC TÌM TÀI LIỆU\nEm cần tìm tài liệu các môn này ạ'],"['Thích, 3']","['Mk có ktpt nhé', 'Vi Vi ib ạ', 'Mình có tư tưởng ạ', 'Phương Nhi ib ạ', '...', 'Mình có tài chính nha', 'Dat Le ib m ạ=))']",515080,"Thứ Năm, 4 Tháng 1, 2024 lúc 13:49",7
"['Anh chị, các bạn có tài liệu lí thuyết và bài tập ôn tập cuối học kỳ này của 2 môn Kinh tế Vĩ mô+Kinh tế Vi mô thì cho em xin với ạ, em xin chân thành cảm ơn']","['Thích, 1']",[],515766,"Thứ Năm, 4 Tháng 1, 2024 lúc 13:34"
"['Em cần mua sách tiếng anh này ạ, ai có sách còn mã thì nhắn em ạ']",[],[],516039,"Thứ Năm, 4 Tháng 1, 2024 lúc 12:51"
"['Mình pass file tài liệu học các môn dưới ảnh, tài liệu là file mình tự soạn được lưu ở Gg drive nội dung bao gồm các bài soạn giải bài tập từng chương, đề mẫu ôn thi cuối kỳ, giữa kỳ (tuỳ môn), file soạn rất kỹ nên yên tâm chất lượng tốt. Có kèm review môn học khi ib cho mình nhé ']","['Tất cả, 12', 'Thích, 11', 'Wow, 1']","['Quynh Anh Huynh chị pass cho em nghiệp vụ ngân hàng với kế toán tài chính được không ạ', '2', 'Trần Quang Triều ib c', 'Còn tcc ko ạ', 'Nguyễn Phạm Minh Anh ib ak', 'Thanh Hậu Ng Trinh Thảo Uyên Thảo Nguyễn', 'Chị còn thuế không ạ', 'Như Quỳnh ib c']",516926,"Thứ Năm, 4 Tháng 1, 2024 lúc 11:57",9
['EM CẦN SÁCH ENGLISH COMPOSITION B1 Ạ'],"['Tất cả, 3', 'Thích, 2', 'Haha, 1']","['Mua cho iem với c', 'Tú Nguyễn khom mua', 'mình có ạ (đã cào mã)', 'Mình có sách t.anh b1 nha', 'Nguyễn Lương Ánh Ngọc còn k ạ', 'Mình pass sách này nha', 'Mình có ạ ( đã cào mã )']",517919,"Thứ Năm, 4 Tháng 1, 2024 lúc 11:52",7
['Em mua tài liệu và xin ít review về thầy cô này ạ '],"['Thích, 2']","['Mình có kdqt slide +giáo trình', 'Nguyễn Trúc ib e ạ', 'Mình có pass file tài liệu học mấy môn này nhen, nội dung bao gồm bài soạn giải bài tập chương chi tiết, đề mẫu cuối kỳ, giữa kỳ chi tiết (10k/môn)', 'Quynh Anh Huynh ib ạ']",518583,"Thứ Năm, 4 Tháng 1, 2024 lúc 11:33",4
['E cần mua tài liệu và giáo trình mấy môn này'],"['Thích, 2']","['Chị cóa nè bé', 'Quỳnh Như c cho free kh', 'Nguyễn Thị Hòa', 'Quỳnh Như e ngủ đi.', 'Ib ạ', 'Mình có tcc, nmkt, sách TA đã cào mã', 'Nguyễn Trúc ib e ạ', 'Nguyễn Thị Hòa rep ib', 'Nguyễn Trúc còn tcc k chị', 'Dương Bảo Hân còn á', 'Nguyễn Trúc giáo trình hay slide vậy chị', 'Dương Bảo Hân slide', 'Nguyễn Trúc của ai vậy ạ', 'Dương Bảo Hân thầy Vương Bảo Bảo', 'Nguyễn Trúc còn nmkt ko ạ', 'Có ktqt', 'Hải Đăng dạ', 'Chị có nmkt nha', 'Trúc Như c còn ko ạ', 'Vy Mai chị còn nha', 'Trúc Như ib ạ', 'Com1 15k ạ', 'mình có sách tiếng anh chưa cào mã ạ', 'Mình có nmkt ạ', 'Thu Anh Do còn ko ạ', 'Vy Mai còn ạ', 'c có hết nha em inboc chị', 'Nguyen Hoai Thu okie c. Chiều e ghé tuôn hết', 'Nguyễn Thị Hòa chưa xin địa chỉ mà biết chỗ ghé luôn r hả em', 'Nguyen Hoai Thu e theo dõi c mấy lâu nay r', 'Nguyen Hoai Thu c còn nmkt k ạ', 'Có nhập môn kt', 'Uyên Vui còn k ạ', 'mình có tiếng anh đã cào mã nha + slide kinh tế quốc tế', 'Mình có pass file tài liệu học môn tài chính công, nội dung bao gồm bài soạn giải bài tập chương, đề mẫu cuối kỳ, giữa kỳ chi tiết có giải (10k/môn)', 'Mình có nhập môn nha ai cần ib mình', 'Nguyễn Thị Lâm Oanh còn ko ạ', 'Nguyễn Nhung', 'Mình có nmkt ạ', 'Mình có nmkt', 'Mình có tc công nha', 'Dư Quỳnh còn tài chính công k ạ', 'Nguyễn Nhi còn nha slide tiếng việt', 'Dư Quỳnh có giáo trình k ạ', 'Nguyễn Nhi môn này kh học giáo trình nha b', 'Mình có nmkt, EC1']",519248,"Thứ Năm, 4 Tháng 1, 2024 lúc 11:13",47
['Pass sách\n- Triết: Rút gọn gt+câu hỏi tự luận cuối kỳ 15k\n- Slide CNXH (Thầy Cử) + câu hỏi ôn tập đúng sai: 15k (2 bộ)\n- Slide + tập đề ôn thi (TN + TL) cuối kỳ Hệ thống thông tin quản lý: 25k (thầy Lê Diên Tuấn)\n- Giáo trình giao tiếp trong kinh doanh: 20k\n- Giáo trình nhập môn kd:20k'],[],[],520372,"Thứ Năm, 4 Tháng 1, 2024 lúc 10:55"
['Anh/Chị/Bạn nào có tài liệu của thầy/cô những môn này thì pass lại cho em với ạ. \nEm cảm ơn nhiều ạ.'],"['Tất cả, 3', 'Haha, 2', 'Thích, 1']","['mình có cnxh cô Hiền nha', 'Thanh Nhàn ib ạ', 'Mình có cuồn này nè b']",520674,"Thứ Năm, 4 Tháng 1, 2024 lúc 10:48",4
['Anh chị ai học Kinh Doanh Quốc Tế của thầy Đỗ Minh Sơn rồi cho em hỏi điểm thành phần thầy cho cao không ạ \n Chứ mới buổi đầu mà thầy làm lớp em thấy SOS quá ạ'],"['Tất cả, 23', 'Haha, 13', 'Thích, 6', 'Buồn, 4']","['Lê Huy m viết à', '2', 'Vu Dinh Han t thấy chắc chắn vậy rồi', 'Chúc mừng em đã quay vào ô MAY MẮN x100 hihi', 'Nói chung là ảo ma canada nha\nK có từ nào có thể diễn tả hết được\nHọc thầy thì e tự học là chính nha', 'Khánh Ly Nguyễn Thị Phương Hoa An Thuc Nguyen vô rv đi', '3', 'Tuyết Hoàng thầy tuyệt vời lắm', 'Nguyễn Thị Phương Hoa mừ điểm không có nhưng', 'Nhìn vậy thôi chớ thầy tội và dạy nhiệt tình lắm ý, điểm thành phần thầy châm chước nên khá cao nha :>', 'Xem bài viết này trên Facebook https://www.facebook.com/share/gj6W9fUjJrPnaBQ7/?mibextid=K35XfP…', 'cho e hỏi thầy quang dạy httt có điểm danh k ạ', 'Janny Le hên xui nha bạn ơi, hôm nào mình đi học thì ko điểm danh, hôm nào mình nghỉ thì có', 'nếu góp ý trước thẳng thắn vs thầy luôn thì còn đỡ,chứ để lâu là cái gốc lên sao hoả']",521731,"Thứ Năm, 4 Tháng 1, 2024 lúc 10:45",12
"['Mình đã thi xong nên cần pass những môn sau cho bạn nào cần ạ ', '+5']","['Thích, 2']",['Hết kdqt ạa'],522238,"Thứ Năm, 4 Tháng 1, 2024 lúc 10:39",1
['Mình cần mua ạ'],"['Thích, 3']","['Mình có giáo trình triết, kdqt', 'Ib mình có đầy đủ ạ', 'Đt Tuyết Nhi còn qtri sx và qtri tài chính k ạ', 'Ngọc Huỳnh có ạ', 'Đt Tuyết Nhi rep tn mình vs ạ', 'mình có giáo trình triết nha', 'Mk có slide cô uyên nhi 15k\nGtrinh triết 15k', 'mình có tư tưởng thầy Ánh', 'Mình có quản trị sx hệ thống tt kèm đề ôn', 'Nguyễn Thư còn qtri sx k ạ', 'Ngọc Huỳnh còn á', 'em cần slide tư tưởng thầy ánh thì liên hệ chị, chị cho nhé', 'mình có httql 5k', 'Mình có giáo trình triết', 'Mình có httt']",522977,"Thứ Năm, 4 Tháng 1, 2024 lúc 10:04",15
['mình pass sách nhooo'],"['Thích, 1']","['Bạn học thị trường định chế tài chính của giảng viên nào vậy ạ', 'Vũ Khánh Huyền cô Trinh nhe']",523689,"Thứ Năm, 4 Tháng 1, 2024 lúc 09:57",3
"['Mình pass 1 số giáo trình như sau, bạn nào chốt thì cmt hoặc ib nhé']","['Thích, 1']",['rep ib em với chị'],524955,"Thứ Năm, 4 Tháng 1, 2024 lúc 09:47",1
"['Mình pass giáo trình, slide Thống kê kinh doanh và kinh tế + giải 24 bộ đề, giải full bài tập trong sách, kèm  bảng phân vị, bảng công thức hệ thống 25k']",[],[],525924,"Thứ Năm, 4 Tháng 1, 2024 lúc 09:31"
['Góc pass sách'],"['Tất cả, 5', 'Yêu thích, 2', 'Haha, 2', 'Thích, 1']","['rep ib', 'Xin mar qte bạn Ánh ưiii', 'còn kế toán quản trị k ạ', '...']",526780,"Thứ Năm, 4 Tháng 1, 2024 lúc 09:26",9
"['Pass tài liệu như hình', '+5']","['Thích, 2']","['Trần Thùy Lên', 'Check ib em với ạ', 'Quỳnh Trang', 'Luận Hồ']",527711,"Thứ Năm, 4 Tháng 1, 2024 lúc 09:23",4
"['[TÌM THÀNH VIÊN MARKETING DỊCH VỤ]\nChào mọi người, tụi mình hiện đang tìm thêm 2 thành viên vào nhóm Marketing Dịch vụ của thầy Lâm Minh Quân (t3 tiết 10 11 12)\nAi chưa có nhóm thì liên lạc với mình để cùng thành lập nhóm nha ']",[],[],528318,"Thứ Năm, 4 Tháng 1, 2024 lúc 09:18"
['Anh chị nào pass tài liệu các môn này không ạ'],"['Thích, 2']","['.', '.']",528580,"Thứ Năm, 4 Tháng 1, 2024 lúc 09:14",2
['Anh/Chị/Bạn nào có tài liệu của thầy/cô những môn này thì pass lại cho em với ạ. \nEm cảm ơn nhiều ạ \n.'],"['Tất cả, 4', 'Thích, 3', 'Haha, 1']","['Gtrinh hvtc kèm file tài liệu siêu chất lượng ra sát cuối kì nha:20k', 'Mình có GT + slide hành vi tổ chức cô P.An', 'Tui có ktct 15k nè', 'Mình có giáo trình kdqt', 'mình có gt HVTC', 'mình có slide của cô Loan nha']",529350,"Thứ Năm, 4 Tháng 1, 2024 lúc 09:14",6
['Góc Pass TL cho những ai cần (có tl free)\nGt Nhập môn kinh doanh\nGt NMKT (bản cũ+kèm file bt của sách mới) +bảng tên tk+2 sl+bt tn +bt tl + đề ôn\nGt LSĐ + đề cương ôn tập\nGt +sl CNXH (cô Kim Liên)\n2 Gt NM KDLT + 1 vở ghi + 30 câu đ/s\nSl KDLT (Cô Loan) (hết)\nKeynote 2B (đã cào mã)\nLife A1-A2 (đã cào mã)\nThống Kế sl+bt vd cô Bích Vân'],"['Haha, 1']","['Ngọc Tú', 'Chị pass cho em slide KDQT với ạ', 'Nguyễn Thị Thảo Yên dạ bạn ib mình với ạ']",530260,"Thứ Năm, 4 Tháng 1, 2024 lúc 09:07",3
['Em cần tìm như hình bên dưới ạ:\nTài chính công Phan Đình Anh\nTư tưởng Trần Ngọc Ánh\nKinh tế chính trị cô Hoa'],"['Thích, 2']","['Uppppp', 'Ụppp', 'Mình có tcc ktct nha', 'mình có tư tưởng thầy Ánh', 'Mk có tcc tư tưởng', 'Nguyễn Thư tcc của ai vậy ạ', 'Chị có ktct cô hoa nha', 'Vi Vi còn k ak']",530777,"Thứ Năm, 4 Tháng 1, 2024 lúc 09:06",8
['Có ai có slide NMKT của cô Đỗ Ánh Nguyệt không pass em với ạ.'],[],[],531532,"Thứ Năm, 4 Tháng 1, 2024 lúc 08:31"
['Em cần pass + tìm mua những tài liệu dưới ạ'],[],[],532052,"Thứ Năm, 4 Tháng 1, 2024 lúc 08:23"
"['[TÌM ĐỒNG ĐỘI MAR DỊCH VỤ]\nCó bạn nào học Mar dịch vụ thầy Quân sáng thứ 3 tiết 4,5,6 không ạ. \nTeam mình đang thiếu 1 - 2 bạn, bạn nào chưa có team thì ib mình thêm vào nhóm nheiiii.']","['Thích, 1']","['.', '.', '.', '.', '4']",532970,"Thứ Năm, 4 Tháng 1, 2024 lúc 08:19",4
['Ac nào đã học thầy Ái dạy triết với võ vovinam cho e xin ít review với ạ'],[],[],533460,"Thứ Năm, 4 Tháng 1, 2024 lúc 06:49"
['Ai coá để e với ạ'],[],[],533682,"Thứ Năm, 4 Tháng 1, 2024 lúc 00:09"
"['Mk pass sách giá hạt dẻ thui\nThống kê(giáo trình+slide,20k)\nKế toán (giáo trình 20k)\nGiao tiếp trong kd(giáo trình,20k)\nThị trường và các định chế tc(10k)\nLịch sử đảng(giáo trình 10k)\nMk có file ôn tập nx nha']","['Thích, 1']",[],534662,"Thứ Năm, 4 Tháng 1, 2024 lúc 00:04"
['Mình cần pass \nSlide quản trị đa văn hóa 20k\nSlide tài chính công ty 10k\n( còn mới)'],"['Yêu thích, 1']",[],534974,"Thứ Tư, 3 Tháng 1, 2024 lúc 23:44"
['cho mình hỏi mua những tài liệu các môn sau với ạ '],"['Tất cả, 6', 'Thích, 4', 'Haha, 1', 'Wow, 1']","['Mình có kttc với kdqt', 'Đt Tuyết Nhi còn ko ạ', 'Lan Anh còn ạ', 'Mình có tư tưởng hcm+ kế toán tc', 'Mình có GTTKD nhé', 'Mình có GTTKD', 'Mình có full ạ', 'Ngọc Hà pass mình vs ạ', 'Ngọc Hà ib', 'Mình có gtkd tư tưởng tc', 'Nguyễn Thư giờ còn k ạ', 'Mình có GTTKD ạ', 'Theo dõi', 'Mình tặng free nha']",535265,"Thứ Tư, 3 Tháng 1, 2024 lúc 23:44",14
['Em cần tìm gt những môn sau ạ'],"['Thích, 3']","['mình có slide thị trường nhe 5k', 'mình có KTCT vs thị trường', 'Mình có full trừ thị trường', 'Mình có gtr + slide ktct', 'Huyền Phan còn ko ạ', 'Minh Nguyệt', 'Chị có thị trường nha, chị in mới, chỉ dùng 1 lần, pass giá mềm hì', 'Mình có kdqt nha', 'Mai Thùy Ly pass em với ạ', 'Lý Phương Nga chị khoải', 'Mình có Tư tưởng và Ktct nha', 'Mình có 1,3 nha', 'Mình có kinh doanh quốc tế nha', 'Phan Thị Mỹ Hạnh còn kh ạ', 'Có fin t.anh nha', 'Mình có english communication 2 chưa cào mã, kdqt', 'Phạm Mai Phương còn k ạ', 'Mình có kdqt nha', 'Hạ Linh còn kh ạ', 'Huỳnh Thị Tố Trinh', 'Mình có thị trường']",536506,"Thứ Tư, 3 Tháng 1, 2024 lúc 23:32",21
"['Bạn nào có pass cho em với ạ,cầu cứu a/c \nQuản trị rủi ro Tài chính-cô Đinh Bảo Ngọc\nTC công ty nâng cao-Nguyễn Quang Minh Nhi\nPhân Tich Tài Chính Doanh Nghiệp-Thầy Hoàng Tùng\nĐỊNH GIÁ TÀI SẢN -cô Hải Ly']","['Thích, 2']",[],537746,"Thứ Tư, 3 Tháng 1, 2024 lúc 23:24",2
"['Em cần tìm các tài liệu sau, anh chị nào có pass em với nhé!!\nGiao tiếp trong kinh doanh - Gv: Nguyễn Thị Ngọc Ly)\nKinh doanh quốc tế - Gv: Nguyễn Anh Tuấn\nToán tài chính - Gv: Nguyễn Ngọc Anh\nTư tưởng Hồ Chí - Gv: Trần Ngọc Ánh\nEm xin chân thành cảm ơn ạ!!']","['Thích, 1']","['Mình có tt với kdqt', 'Đt Tuyết Nhi còn giáo trình kdqt ko ạ', 'Lộc Nguyễn còn ạ', 'Mình có giáo trình giao tiếp nha', 'Mình có giao tiếp trong kinh doanh của cô ngọc ly nhé', 'Thảo Thanh check ib m', 'Mình có giáo trình gtkd toán tc tư tưởng', 'Mình có GTTKD nhé', 'Trương Thanh Hoa còn gttkd kh ạ', 'Vy Nguyen mình hết rùi b ơi']",538270,"Thứ Tư, 3 Tháng 1, 2024 lúc 22:52",10
"['PASS TÀI LIỆU CHO BẠN NÀO CẦN \n1. hệ thống thông tin quản lý-slide 10k\n2. nhập môn kế toán-slide,sách giáo trình 25k\n3. sách english elementary a1-a2 đã cào mã 30k\n4. xác suất và thống kê toán-slide 10k\n5. kinh tế chính trị-slide học,slide tóm gọn ôn thi, xấp nhận định đúng sai, xấp bài tập 20k (hết)\n6. kinh tế vĩ mô-slide, giáo trình photo mới, xấp đề ôn thi và bài tập 30k (hết)\n7. lịch sử đảng-giáo trình photo mới, tự luận thi 15k\ntặng kèm - trắc nghiệm giao tiếp trong kinh doanh\ntrắc nghiệm thị trường và các định chế tài chính\ntrắc nghiệm kinh tế vi mô\ntự luận triết']",[],[],538900,"Thứ Tư, 3 Tháng 1, 2024 lúc 22:52"
"['[GÓC PASS SÁCH]\n1. Giáo trình HVTC (Eng) 30k, \n2. Giáo trình thống kê mới mua chưa sài giá gốc 25k giảm còn 20k, có slide thầy bá thế + bài tập tự luận, các đề ôn, bảng tra (tặng) 18k\n3. Slide Thị trường và định chế (Eng) cô Nam Thanh +tài liệu 10k\n----\nEm cần mua các tài liệu sau đây ạ\n1. Luật thương mại quốc tế \n2. Quản trị chuỗi cung ứng (Eng) Thầy Phúc Nguyên\n3. Quản trị sản xuất (Eng) Thầy Văn Hải\n4. Thương lượng (Cô Minh Thu)\nDạ anh/chị nào có các tài liệu trên ib cho em với ạ, em cám ơn anh/chị nhiều ạ']","['Thích, 1']","['c có tài liệu Thương Lượng, ib c cho nhe']",539302,"Thứ Tư, 3 Tháng 1, 2024 lúc 22:38",1
"['em cần mua giáo trình tài liệu học và ôn tập các môn này, anh chị nào không dùng nữa pass cho em với ạ. Em xin chân thành cảm ơn nhiều ạ\nKinh tế chính trị\nQuản trị chuỗi cung ứng\nquản trị sản xuất\nthương lượng']","['Thích, 2']",['Lê Khánh Ngọc mình có HTTT'],539710,"Thứ Tư, 3 Tháng 1, 2024 lúc 22:20",1
['E cần tìm tl dưới đây ạ:\n•  Giáo trình Tư tưởng HCM\n•  Tài liệu Kế toán TC 1 - cô Thuý Phượng'],"['Thích, 3']",[],540119,"Thứ Tư, 3 Tháng 1, 2024 lúc 22:19"
['Mọi người có ai pass giáo trình Đầu tư tài chính của cô Thúy Anh không ạ '],[],[],540398,"Thứ Tư, 3 Tháng 1, 2024 lúc 22:09"
['Mình cần pass một số sách sau: \n- slide Thị trường và định chế tài chính (cô My Phương) 10k \n- Key note 2b (english communication 1) đã cào mã 20k \n- slide hệ thống thông tin quản lý ( thầy Quang) 10k\n- slide kinh tế bảo hiểm ( cô Hà) + tài liệu ôn 20k \n- free tn ôn giao tiếp kd và nghị định hoà giải thương mại\nVà mình cần mua các sách sau: \n- định giá tài sản (cô Ly)\n- marketing dịch vụ (cô Nga)\n-phương pháp nghiên cứu khoa học (thầy Hải) \n- lý thuyết thuế (thầy Đạt)'],"['Thích, 1']","['.', '.']",540620,"Thứ Tư, 3 Tháng 1, 2024 lúc 22:03",3
"['Mình có một số tài liệu muốn pass lại giá khá mềm . Mình có thể giao dịch trực tiếp tại thư viện nhé. Mình ưu tiên bạn nào lấy nhiều hơn nha. Cảm ơn mọi người ', '+11']","['Thích, 1']",['Bạn check inbox mình nha'],541116,"Thứ Tư, 3 Tháng 1, 2024 lúc 22:02",1
"['e cần tìm tài liệu học, ôn thi môn phân tích đa biến, có ac nào pass lại không ạ, e cảm ơn.']",[],[],541894,"Thứ Tư, 3 Tháng 1, 2024 lúc 21:38"
"['Anh chị ai có giáo trình, tài liệu các môn này ko ạ. Em cảm ơn ']","['Thích, 1']","['Có sách nmkt nha', 'Cho em ké với chị ơi', 'Lê Hà Thanh kee emmm', 'Chị có nmkt nha', 'mình có giáo trình + slide ktct', 'Mình có giáo trình+slide+ đề cương ktct\nCó nmkt', '2', 'Khánh Linh còn ktct ko ah', 'Mình có nmkt', 'Mình có sách nmkt nha', 'Mình có ktct', 'Mình có NMKT', 'Mình có ktct nha', 'Huỳnh Thị Tố Trinh', 'Tui có mar dvu vs QTKDLH nha']",542115,"Thứ Tư, 3 Tháng 1, 2024 lúc 21:27",14
"['Anh chị nào từng học môn hành vi tổ chức cô Hạnh rồi cho em xin review với ạ, em cảm ơn']",[],[],543044,"Thứ Tư, 3 Tháng 1, 2024 lúc 21:23"
['GÓC PASS SÁCH\n-Thống kê kdoanh và ktế ( sách thầy Cang)+slide 20k\n-Gtrình thống kê thầy Lê Dân: 10k\n-Keynote 2B ( đã cào mã) : 20k\n-Giáo trình giao tiếp kinh doanh: 30k\n-Triết: 15k\n-Toán ứng dụng 10k'],"['Tất cả, 10', 'Thích, 5', 'Haha, 4', 'Yêu thích, 1']","['Còn thống kê k ạ', 'Bùi Kim Quí ib mình nho))', 'Thống kê chị học đc A thì pass em với ạ', '3', 'Tống Thị Thùy mua tk thầy Dân là auto A e nha', '4', 'Huỳnh Hồng Nhung em lấy tk ạ', 'Còn lsđ ko ạ?', 'Nguyễn Ngọc học ai thế cậu', 'Hiền Trần thầy trọng ấ', 'thé hoy, toy học cô nga cơ', 'Nguyễn Ngọc mình có nhé', 'còn luật kinh doanh ko ạ', 'Uyên Nhi hông', 'Uyên Nhi mình có nha']",543474,"Thứ Tư, 3 Tháng 1, 2024 lúc 21:21",13
"['Mình cần kiếm giáo trình, slide và tài liệu ôn tập các môn sau:\n1. Kinh doanh quốc tế - Cô Diệu Linh\n2. Quản trị sản xuất - Thầy Hải\n3. Thương lượng - Cô Minh Thu']",[],[],544053,"Thứ Tư, 3 Tháng 1, 2024 lúc 21:19"
['Em cần tìm sách cho những môn này ạ'],"['Thích, 1']","['Mình có HTTT', 'Kim Yến của cô uyên nhi ạ', 'Thiên An của thầy Thành ạ. Cô Nhi mình hết r', 'Mình có HTTTQL nhé', 'Com2 đã cào mã 15K ạ\nHTTTQL 13k/ 1 cuốn,2 cuốn 19k ạ( mình có 2 cuốn của 2 thầy)', 'Thiên An', 'mình có slide+ giáo trình ktct ạ', 'Nguyễn Thị Như Quỳnh của thầy cử ạ', 'Thiên An đúng r b', 'Thiên An đúng r b', 'Mình có tiếng anh b1 và ktct nha', 'mình có htttql ạ']",544448,"Thứ Tư, 3 Tháng 1, 2024 lúc 21:07",12
"['Anh chị nào có giáo trình, slide hay tài liệu của mấy môn này pass cho e với ạ\n1. Marketing dịch vụ (Lâm Minh Quân)\n2. Quản trị kinh doanh lữ hành (Nguyễn Thị Thống Nhất)\n3. Quản trị kinh doanh lưu trú (Nguyễn Thị Hải Đường)\n4. Tư tưởng HCM (Trần Ngọc Ánh)\n5. Văn hóa Việt Nam (Lâm Bá Hòa)']","['Thích, 2']","['Mình có slide giáo trình bài giảng tư tưởng', 'mình có lữ hành ạ']",545656,"Thứ Tư, 3 Tháng 1, 2024 lúc 21:06",2
['Pass sách\nHệ thống thông tin quản lý( slide 2 thầy): 10k/cuốn—>2cuốn 15k\nSlide Quản trị KDQT và tài liệu ôn 10K\nSlide Giao dịch TMQT 10k (hết)\nEnglish communication 2 đã cào mã 15k\nEnglish business 10k\nEnglish composition 7k\nEnglish elementary 2 đã cào mã 10k\nSlide Tài chính công ty 15k\nBài giảng TTHCM 15k(hết)\nSlide Quản trị ĐVH 15k\nSlide KDXNK 15k\nSlide Đạo đức KD 10k\n2 Slide Đàm Phán KD 10k/1 cuốn\nGiáo trình Triết học MacLenin 10k ( hết)\nFull bộ luật từ A-Z môn luật kinh doanh 28K\nMn có nhu cầu cứ cmt mình sẽ chủ động ib ạ'],[],[],546138,"Thứ Tư, 3 Tháng 1, 2024 lúc 21:05"
"['Mình có một số tài liệu cần pass lại ạ.\nBạn nào quan tâm ib mình nhaa', '+4']","['Yêu thích, 1']",['Nguyễn Thị Thảo Hiền'],546420,"Thứ Tư, 3 Tháng 1, 2024 lúc 20:54",3
"['Anh chị nào học môn quản trị đa văn hóa cô Duyên rồi cho em xin review với ạ, em cảm ơn mọi người']",[],[],547279,"Thứ Tư, 3 Tháng 1, 2024 lúc 20:38"
"['Anh chị nào học môn hành vi tổ chức cô Mỹ Hạnh rồi cho em xin review với ạ, em cảm ơn.']",[],[],547677,"Thứ Tư, 3 Tháng 1, 2024 lúc 20:36"
['Ai có sách Keynote 3A với tiếng Anh B1 đều chưa cào mã thì pass cho em với ạ'],[],[],548106,"Thứ Tư, 3 Tháng 1, 2024 lúc 20:22"
['pass tài liệu ạ'],[],[],549239,"Thứ Tư, 3 Tháng 1, 2024 lúc 20:10"
"['Có ai pass giáo trình , tài liệu hành vi người tiêu dùng (cô Thanh Hoài) ko ạ']",[],[],550189,"Thứ Tư, 3 Tháng 1, 2024 lúc 20:01"
