text,label,Post_ID
thôi bạn àcái gì xấu thì che lại,Neutral,281
thấy cái bục không,Neutral,281
sao hong có bóng bay với chong chóng,Negative,281
ở sân trường bóng bay chong chóng là trên hội trường ạ,Neutral,281
ra zay,Neutral,281
shao chưa thấy idol up ảnh với cái bg này z,Negative,281
z là tốt rui,Postive,281
mình cái gì tốt,Postive,281
chúng ta sinh ra hoàn hảo,Postive,281
cô dáo ngày mai check in bảng vangg khum z,Postive,281
ngày mai e có lớp cùng các con iu,Postive,281
cchỉ biết ước,Negative,281
ko ai qua đc tôi,Negative,281
đố bạn tìm đựt tên tui,Negative,281
ụa ở đâu daạa,Neutral,281
sai chỗ mô được,Negative,281
ăn tốt ngủ tốt là vui r,Postive,281
em thấy tên chị òi nè,Neutral,281
hé heéee,Postive,281
nhìn thấy tên bạn mình liền lun cha ơi vui thật,Postive,281
tên bạn đầu tiênnn,Neutral,281
định kêu đố anh kiếm được em,Negative,281
tên khénh hẹ rùi nhó,Negative,281
ơ tên pà đâu vvv  thật,Neutral,281
cố để đc như ni nghen,Postive,281
viết cho m chứng nhận cho r,Neutral,281
ánh ti hahaa nói nhỏ thôi trời ơi,Negative,281
mai check in,Postive,281
ai des backdrop này đẹp quá chị ơi,Postive,281
đang đi tình nguyện chưa up được,Neutral,281
quyết thi xong mới dề chứ dề học đ đc gì vui thật,Neutral,282
kh được dụ dỗ ta mà,Postive,282
hí,Negative,282
nghỉ đi rồi bị đánh vắng mấy buổi qua tết méo cho thi cái toang lun,Negative,282
mình có môn tín và môn tín và điểm nhảy lần lần là và lần là tính tính giúp mình với ạ,Neutral,283
mình nghĩ bạn đang có con a con b,Neutral,283
đã học đến năm cuối nhưng t chưa dám đọc cái cách tính ni đợi điểm nhảy dần dần cho hấp hối à nhầm hấp dẫn,Negative,283
ok chị ơi,Postive,283
anh chị ơii điểm nhảy là điểm gì vậy ạa em đọc em kh hiểu thiệc,Neutral,283
điểm nhảy về học lại đóa,Neutral,283
em không tính kiểu ni mà dừ em cũng ko nhớ e tính kiểu chi nữa,Neutral,283
aiu,Postive,283
sen chia đôi buồn thật,Negative,283
anh chắc d quá bé ơi,Neutral,283
chứ còn ai vào đây,Negative,283
hay duyên,Neutral,283
con d trong abcd á elm,Neutral,283
ò ò,Negative,283
dô tính,Neutral,283
đau đầu quá đợi điểm,Negative,283
mong tết đc ăn ngon,Postive,283
thôi thì chắc tết này ngon đó,Neutral,283
đọc đi xí t dò bài,Negative,283
hắn sợ ngủ k đc mà còn dò bài hả,Negative,283
hắn yếu nghề s á,Negative,283
quá đủ rồi,Negative,283
check chưa,Neutral,283
chưa tính này làm j bằng excel tính vui thật,Negative,283
coi như t ko thấy,Negative,283
tự dưng mờ mắt k thấy gì cả m ơi,Negative,283
uk hắn mờ mờ,Negative,283
chắc hoa mắt ớ cta nên nghỉ ngơi thoi,Negative,283
ngủ cho đỡ sợ,Negative,283
thử coi bước nhảy xem nhảy lên nhảy xuống là đoán điểm được ngay mà vui thật,Neutral,283
đó chỉ là quá khứ,Neutral,283
hươngg thả đây,Postive,283
mn ơi cho tui hỏi cách coi điểm bị thay đổi hay sao ạ tui bấm vào tra cứu điểm ct nó hiện ra như này bấm ở đâu để coi điểm ạ,Neutral,283
nè fen thích nhảy cha cha cha dô giải thích cho bạn vui thật,Postive,283
đọc chả hiểu gì vui thật,Negative,283
khó hiểu ngang ngửa vĩ mô chứ đùa,Negative,283
là do t khờ hay gì mà t thấy khó hiểu như lúc t được giảng về chơi hụi dị ta,Negative,283
ib để lina tính dùm cho,Negative,283
you viết bài này hả vui thật,Neutral,283
không hiểu buộc hiểu,Negative,283
đợi nào họ nhảy gấp mình rồi nghĩ,Neutral,283
thì ra nhảy điểm là như naỳyy,Neutral,283
đến rồi,Neutral,283
ảo giác vui thật,Neutral,283
mặc dù đã tốt nghiệp nhưng vẫn ko biết cách tính nha,Negative,283
gửi qua tính dùm cho,Negative,283
vô tính điểm nhảy liềnn,Negative,283
thôi thì đợi điểm luôn vậy,Neutral,283
mời tính vui thật,Neutral,283
mịa vô coi nhảy lần tính thế éo nào được,Postive,283
tự nhiên cái ngựa vô tính thử xong sợ ma quá,Negative,283
suy ra mấy trường hợp đi bà vui thật,Postive,283
có thể a a d c,Neutral,283
dume vd mới vô môn đc ko chớ có d tui hoảng quâ,Negative,283
ngựa vô coi làm chi chắc mai đi chơi ko nổi,Negative,283
chưa nhảy xong đâu đừng lo,Negative,283
tính điểm quá dễ dàng với excel,Negative,283
để hỏi xem ai cần công thức hong,Neutral,283
tính điểm thi mà cứ aa bb như tính gen lặn với gen trội vậy áp lực xỉu,Negative,283
ủa mng ơi e đọc lui đọc tới vẫn chưa load đc ấy ạ cụ thể điểm nhảy là ntn có ảnh hưởng gì đến kqu mình ko ạ,Negative,283
bà viết đúng không,Neutral,283
vô tính dùm b,Negative,283
tui kêu bạn con a mà bạn còn k chịu,Negative,283
vẫn chưa hiểu,Negative,283
ko nói nhiều,Negative,283
đây,Neutral,283
hiểu k hồi tính giùm t với m,Negative,283
hông hiểu thì cmt dưới bài này tui tính cho vui thật,Neutral,283
thẳng tiến chưa bé,Neutral,283
kinh nghiệm sinh viên cho hay,Postive,283
thôi tính làm gì biết sớm hay muộn cũng vậy à mất hay ko mất tết vui thật,Negative,283
nhảy lần luôn được k bữa chừ đau tim mấy lần r,Negative,284
sao điểm của e k nhảy vẫn,Neutral,284
c ơi điểm ko nhảy là có bị sao k c,Neutral,284
k sao á e do họ chưa nhập thoi,Neutral,284
cưúuuuu,Neutral,284
thày vì trùm lưới lên đầu s e k mang tất lưới ra cầu thuận phước lấy lỗ làm lãi liền e ơiiii,Neutral,284
thông báo chi tiết,Postive,285
chính la em,Neutral,285
tự cho phép nghỉ tháng,Negative,285
xiuz đùng,Postive,285
que,Negative,285
đã bảo là mà vui thật,Postive,285
aigooo anh tệ thật ấy chứ vui thật,Negative,285
hồi xưa nghỉ tết tháng lận chứ tuần ăn thua gì,Neutral,285
đúng đúng nghỉ riết xong quên mất là mình đag đi học luôn,Negative,285
thua t tau nghỉ hơn tháng lận,Negative,285
vé về vui thật,Neutral,285
rồi về sớm quá,Negative,285
mấy về quê nghỉ tết luôn hông,Negative,285
thông báo chi tiết,Postive,285
có thể là tháng nếu bạn đặt vé về từ,Neutral,285
nghỉ zữ mấy bạn,Negative,285
độ con,Neutral,286
check điểm chưa coi có nhảy ko,Negative,286
đợi ra hết điểm r checkmày biết r mà,Neutral,286
em thấy em hơi lạnh r,Neutral,286
anh cũng vậy mà em,Neutral,286
lớn r tự giác,Negative,288
có được hân vui thật,Postive,288
đặt vé chưa,Neutral,288
chưa mà sắp hết slot r,Negative,288
chắc là mới nghỉ r đó mà r thì tầm về,Neutral,288
tự giác điii,Neutral,288
kỹ năng tự giác này quan trọng nhất rồi,Postive,288
gục ngã,Negative,288
tính ra ko ai qua bà,Negative,288
tưởng idol chạy show k á bà ơi zề rồi,Negative,288
hahahha bởi ai qua,Postive,288
chạy kpi cuối năm á bà vui thật,Neutral,288
lẹ leenn ko hết vé kk,Postive,288
mình phải tự giác thôi kkk,Neutral,288
chốt đi,Neutral,288
đặt r,Neutral,288
tôi ở đây là kimm oanh phương thảo à,Neutral,288
xin lỗi chớ t hơi bị chăm học,Negative,288
tự giác,Neutral,288
lớn rôìi,Postive,288
đúng đúng lớn rồi tự giác lên,Neutral,288
tự giác thôi thi xong bắt xe dề,Neutral,288
book studio chụp tết nhanh để về vui thật,Negative,288
dạ vui thật,Neutral,288
hom ai khác là đặng hường buồn thật,Negative,288
chắc t cũng rứa quá vui thật,Neutral,288
dù reng t cũm quen ở mình rồi,Neutral,288
ai ai mới là người hay ở một mình vui thật,Postive,288
tự giác á bà vui thật,Neutral,288
về thôi,Neutral,288
chính chị,Neutral,288
tui còn chưa đặt đâuu nhaa về cái học tiếp có mất tết à,Negative,288
em đặt ve,Neutral,288
đặt đại rồi về với mẹ iu thôi,Postive,288
hzzzzz tôi phải dời vì vắng bủi trừ đỉm,Negative,288
cho vé ngày nha,Neutral,288
t về nghỉ tết bữa chừ r,Neutral,288
cuối tuần ni về luôn đc ko chơ nhớ nhà quá,Neutral,288
tôi cũng muốn,Neutral,288
pass sách cùng phạm hưng nguyễn thúy hằng,Postive,288
trong lúc mn quan tâm đến lịch nghỉ tết thì t bắt xe về quê từ trước noel và không cần quan tâm đến lịch nghỉ,Negative,288
hết tuần về vui thật,Neutral,288
hay z quá mai về luôn đii,Postive,288
về quê thôi chy,Neutral,288
t với m về từ giờ là hợp lý,Postive,288
ở đây k chứa chúng ta,Neutral,288
kệ,Negative,288
lịch thi chill lắm,Negative,289
sinh nhật vui hay k tùy thuộc vào toán,Postive,289
yêu,Postive,289
có đin hok vui thật,Postive,289
mài coi phim quá mài đin roìiii,Negative,289
ám ảnh á,Negative,289
đi ôn bài thôi hoang anh bùi nguyễn ái vy thành đạt,Negative,289
tối ni ở thư viện nghe,Neutral,289
đăng nhập trình đơn cá nhân tra cứu lịch thi học kỳ kỳ là ra nhennn,Neutral,289
mắt không thấy tim không đau vui thật,Negative,289
sáng thi toán,Neutral,289
mất tết lụô chứ còn sinh nhật gì nữa vui thật,Negative,289
kh thở nổi là có thật,Neutral,290
oui cest ca le service est indispensable chứ trâm huyền,Negative,290
chú dạy con toeic mà s chú dùng tiếng pháp để trò chuyện vs con v thật bất cônggggg buồn thật,Negative,290
đâu từ này tiếng anh mà,Neutral,290
kiến thức này xin đc phép tiếp thu ạ hihi,Neutral,290
thiết yếu kakaks còn indisponible là không vô được kakaka,Negative,290
cong nhể người này dáng quen,Neutral,290
y như cách tui thi đại học,Neutral,290
run hơn lúc thi đh,Negative,290
ngồi cứ nam mô a di đà lạt,Negative,290
thế mà kh qua nỗi kiếp nạn gdtc,Neutral,290
kh hồi kết vui thật,Neutral,290
hôm sau làm lại vui thật,Postive,290
tự nhiên thấy c cũng dưỡng thê vui thật,Neutral,290
chứ bth kh dưỡng thê hả vui thật,Postive,290
hay dưỡng thê hơnnnn,Postive,290
ko nhầm môn thì cx bthg thoi,Neutral,290
như ý hoàng xaoo cậu bỏ tôi học cl mìnhhhhhhh,Postive,290
toii khom nhầm thì toi cũm ko bỏ cậu huhu,Negative,290
ấy ni đầu xuôi đuôi lọt mà hơi ấy nha ấy,Negative,290
t đã thực sự gục ngã bất lực á,Negative,290
hơn cả thi đh kìa vui thật,Postive,290
khóc mấy hồi vui thật,Negative,290
học buồn thật,Negative,290
đki đc rồi hủy thì cx bth th,Neutral,290
rì viu đi nèo,Neutral,290
chill môn kakakaka,Neutral,290
biết z khỏi canh vui thật,Negative,290
biết trước thì ngủ cho rồi,Postive,290
nói chum là ccũng nhàn,Negative,290
ai đổi gdtc td nu với vvn k,Negative,290
thấy cũng may mắn kk,Neutral,290
nay có cả tiếng pháp sao mình ko bik nhỉ vui thật,Neutral,290
trễ có mà sao nó hay zị,Negative,290
quá khốc liệt,Negative,290
tôi mạnh mẽ tôi tự tin tôi làm được,Postive,290
gọi tôi là gì,Neutral,290
dịu ơ,Postive,290
vãi nghệ,Negative,290
ghê gớm quá rồi,Negative,290
ông xã ông xã ông xã,Neutral,290
học hư a long rồi,Negative,290
mới ting ting cho ẻm gòi,Negative,290
năm nữa tháng nào cũng ting ting cho ẻm mà làm trc đỡ bỡ ngỡ iem,Negative,290
rứa sau năm mình là j của nhau,Neutral,290
năm hơi xa sang năm ii,Negative,290
hay v quá,Postive,290
chủ nợ hay là zk iu,Neutral,290
đăng kí tín chỉ còn ghê hơn thi đại học vui thật,Postive,290
thỳ ý là không muốn lộn mèo g cũn phải lộn mèo s,Negative,290
ý là hắn k cho t vô web để đki dù là tín luôn á m,Negative,290
hơn săn sale shoppe nữa bây ơi,Neutral,290
hơn tiếng đ được môn nào,Negative,290
gọi tôi là gì,Neutral,290
hoàng ánh ngọc anh longggg,Postive,290
ông xã đời m chơ,Negative,290
hoàng ánh ngọc bà xã,Postive,290
hz,Neutral,290
cục sống mà,Neutral,290
sao quen dữ,Negative,290
iuu chuỵy nhứtt,Postive,290
b trả công cho toi đii,Negative,290
chục nhá vui thật,Neutral,290
mùa xuân sang có hoa anh đào vui thật,Postive,290
sao mà hay tiền bạc quá,Negative,290
thời buổi kinh tế khó khăn thông cảm đi ạ,Negative,290
tình nghĩa chị em chúng ta đáng giá th hả chị vui thật,Postive,290
vậy thì đi đặng nhưý,Neutral,290
thế chốt giá cành mỗi đứa nha,Neutral,290
này thì vui thật,Neutral,290
qua thời đki tín chỉ mà đki giùm nhìn lịch học căng mắt quá minh minh học lsđ triết cnxh lần chắc t chầu trời ớ,Negative,290
ngủ quên hả sao đky mướt rượt z nguyễn quỳnh như vui thật,Postive,290
bởi vì có anh vũ chống lưng ạ,Postive,290
hẹn đki chung lớp mà nó lạ lắm,Neutral,291
bùn,Negative,291
vẫn mượt như ngày nào vui thật,Postive,291
trắng phau phau,Postive,291
nát cũng không được,Negative,291
ổn mak,Neutral,291
t ko cíu nổi m,Negative,291
đừng đừng t dị,Negative,291
giống y của t hq lun,Neutral,291
cíu,Negative,291
trắng quá rồi sao đây,Negative,291
có trắng bằng đường tình iu của c khum,Postive,291
anh ổnt,Neutral,291
gặp nhiều rồi h bớt gặp lại đi vui thật,Postive,291
kiên trì là được vui thật,Neutral,291
như săn vé bornpink vậy chời,Neutral,292
web sập sáng giờ buồn thật,Negative,292
vnua cx hân hạnh tài trợ chương trình đk tín chỉ với chiếc web sập từ đến thậm chí sever hết mịa ngày,Negative,292
ra trường bao năm rồi thấy cái ảnh tui cũng ớn ngang ớn dọc kkk,Negative,292
hên là vẫn kịp ra trường đúng hạn vui thật,Neutral,292
k là vừa bồng con vừa học r,Neutral,292
ớn ăn,Negative,292
nỗi ám ảnh của linh giang,Negative,292
chúc mấy đứa may mắn,Postive,292
c đừng trù e,Negative,292
chị vẫn còn nhớ cái ylisa của em với con vanh lắm,Postive,292
sợ c ơy,Negative,292
hỏi phương nhi cảm giác chưa tới giờ nhưng web đã sập thử đi,Negative,292
ko sao c,Neutral,292
hy vọng xíu nữa tinh thần em vẫn còn lạc quan được như ri,Negative,292
cao cũng lần đầu bỡ ngỡ,Negative,292
còn thì ngồi nhìn và cười,Postive,292
đừng,Negative,292
hâh gdtc,Neutral,292
revieww đi,Neutral,292
ko sao mình có ae tốt,Neutral,292
lần đầu tiên,Neutral,292
nchung là tôi ổnt,Neutral,292
ren r,Neutral,292
ổn áp roìi kkk,Postive,292
nhớ mấy quả đăng ký xong đi bán slot ko vui thật,Negative,292
toi chỉ nhớ toi đki slot dùm cho pác thoy vui thật,Negative,292
tôi thì cay mấy thằng đăng ký xong đi bán lại,Negative,292
tại bác k bán răng trách ngta được vui thật,Negative,292
r tề quá lứa hung r,Negative,292
quen ghê,Postive,293
thầy x giấu tên,Neutral,293
ủa,Neutral,293
up cái ava lên,Postive,293
thích ẩn náu trong bóng tối được k,Neutral,293
quen k,Negative,293
có khi là đó đó,Neutral,293
tui bk ai luôn,Postive,293
này k đi học giúp dc gòi,Neutral,293
quá ghê gớm,Negative,293
ta bít ai ròu,Negative,293
ai m,Neutral,293
là biết ai rôìii,Neutral,293
ngừ wen ngừ wen,Negative,293
ánh trâm thùy giới thiệu đi em,Postive,293
ánh là,Neutral,293
thật sự là mình rất may mắn lun á,Postive,293
để t up dùm m,Negative,293
giỡn mặt r đó,Negative,293
trg mk cs cji ms nè,Neutral,293
nghe đồn hhà mii mê chữ ê kéo dài lê tường vy nguyễn hiếu,Negative,293
mê thiệt mà kh được gặp,Postive,293
may quá t sài được photoshop vui thật,Negative,293
huhuhu,Negative,295
vâng,Neutral,295
học pài ngayyy,Neutral,296
cíu tui tr oi cíu tuiii,Postive,296
đi hỏi cách đki tín chỉ khổ ghê nơi,Negative,296
t bày hết hơi r á,Negative,296
bởi hỏi cái giờ j hoàng đạo dễ sợ,Negative,296
hê hê vẫn nà hoang mang,Negative,296
ngủ ngonnn,Negative,296
ngủ mà mơ ra ktvm với triết là chị phương tự hiểu,Negative,296
kh sao kh sao thi xong là nghỉ tết rôìii nghĩ z đi cho duiii,Negative,296
m đúng k,Neutral,296
chắc phải dùng cách n thôi,Neutral,296
coi mà áp dụng cho rồi,Negative,296
đang chuẩn bị đạo cụ đây,Neutral,296
chắc còn cách ni bây ơi,Neutral,296
cạo lấy gốc xong chưa,Negative,296
chỉ đêm là đủ,Neutral,296
cách dành học bổng trong đêm,Neutral,296
chúc em may mén,Postive,296
nhanh đi e,Negative,296
lưa có cấy nựa haha,Postive,296
nạp chưa,Neutral,296
từ từ á nốt hôm ni,Neutral,296
nạp khoảng mấy ngày eng hè hahah,Postive,296
rồi nạp hi,Postive,296
oke,Neutral,296
truyền được thì phải xem tóp tóp vì đầy bộ nhớ,Negative,296
ưu đãi tháng giới thiệu bạn mở thẻ tín dụng sinh viên nhận tiền thưởng nóng lên đến khi giới thiệu thì nhớ báo trước việt không tự ý hướng dẫn bạn đăng ký hồ sơ sẽ mất nhận thưởng giới thiệu bạn đầu bạn tiếp theo từ bạn thứ trở đi liên hệ cho việt hỗ trợ sinh viên toàn quốc sv đà nẵng càng tốt duyệt hồ sơ trong,Negative,296
vâng,Neutral,296
mất giọng rồi ad,Negative,297
tổng lại là năm như quầnq vui thật,Neutral,297
chúc các bạn đi cao đao sớm về tới nhà,Postive,297
quá đaãa,Negative,299
đang hạnh phúc thì buồn ngang,Negative,299
học đi,Neutral,299
thi nữa,Neutral,299
thi đi mà nghỉ tết,Negative,299
chúc bé zui,Postive,299
buồn của hà,Negative,299
zui zẻ tận hưởng cuộc sống nha,Postive,299
ngày nx mình bán mình cho tư bản,Neutral,299
m để t nghỉ lễ yên coyyyy,Negative,299
t thấy m cx pải thays,Neutral,299
đừng xợ mà hãy wen ik vì m còn gặp dù ở chốn tư bản đó nx hihi,Neutral,299
có thấy hong seo mà cố chấp quá,Negative,299
quá mợt,Negative,299
học đi cho khỏi nợ môn,Neutral,299
chăm chỉ,Postive,299
ánh đã mua tài liệu chưa,Neutral,299
mới có thống kê pass th,Negative,299
sắp hết ngày r kìa,Neutral,299
lẹ thở lẹ,Negative,299
dự báo thời tiết mưa cho tới hôm đi học mới nắng,Negative,299
trạm bia cần tuyển phụ bếp giờ làm lương tháng yêu cầu thật thànhanh nhẹn có kinh nghiệm phụ bếp quan tâm ib hoặc gọi sdt địa chỉ nguyễn hữu thọ còn tus là còn tuyển nha vui thật,Negative,299
m đề chi ku,Neutral,300
ê m mần đc ko,Neutral,300
xời xời a nhá,Neutral,300
mới thi mà biết điểm lun đc à đỉnh đỉnh,Postive,300
còn phải lói,Negative,300
đề mô z,Neutral,300
lẻ,Negative,300
cấp cứu,Neutral,300
cấp cứu cấp cứu t,Neutral,300
chhh,Neutral,300
là lẻ dữ chưa,Neutral,300
ổn ko em,Neutral,300
sound là thấy ổn rồi,Neutral,300
nhớ quá vui thật,Postive,300
ám ảnh cuộc đời,Negative,300
đề nào,Neutral,300
nguyễn,Neutral,300
chị em chung số phận,Negative,300
c ổn k,Neutral,300
hong,Negative,300
ổn k cô gái,Postive,300
sắp ngủm r chị,Negative,300
chìm lun r chị iu,Negative,300
iem ns gì đi vui thật,Neutral,300
buồn của minh thư,Negative,300
ýy m đề mấy còn sống ko em vui thật,Neutral,300
dạ ổn áp chị vui thật,Neutral,300
hãy phát biểu cảm nghĩ của bạn,Negative,300
chếc tâm rồi đừng hỏi,Negative,300
gục ngã phương thảo,Negative,300
bạn có như dị k,Neutral,300
đề nào cũng dị,Negative,300
mình ca vui thật,Postive,300
hong biết có giống hân vui thật,Neutral,300
thoi cứ slay trước vui thật,Postive,300
qua gòi cho qua luôn đi vui thật,Negative,300
ổn k vui thật,Postive,300
nhi bảo sao mù đem tập đề tờ vào không có câu nào,Negative,300
sao r hai ơi,Neutral,300
gãy,Negative,300
thống kê đã là gìv  thật,Neutral,300
dốt dốt lê văn đức tiến lê quang hiển,Negative,300
tối thắp hương kêu ông bà độ lẻ r mà,Neutral,300
xỉu,Negative,300
thở oxi,Negative,300
thì ra là dị hả,Negative,300
ỗn,Negative,300
ổnt,Neutral,300
đau đớn,Negative,300
tư thi ca,Neutral,300
t ỗn,Neutral,300
ca cũng v mà,Neutral,300
haiz hết cứu r b,Negative,300
hết cíu,Negative,300
khók,Negative,300
cũng dễ bạn không thấy khó cho lắm,Neutral,300
b đề gì vui thật,Neutral,300
tui số đề vui thật,Neutral,300
tụng kinh niệm phật dùm t vui thật,Neutral,300
seo bạn chẵn hay lẻ,Neutral,300
số bạn chẵn hay lẻ,Neutral,300
đời bạc bẽo nên nó vào chẵn buồn thật,Negative,300
ổn khom iêm,Neutral,300
ổnt,Neutral,300
đề dễ,Neutral,300
b niệm r,Neutral,300
b ôn kĩ z mà,Postive,300
kĩ wp thì có,Neutral,300
khócc,Negative,300
cũng thi chung mà lạ quá cậu,Neutral,300
nói chung là vậy,Neutral,300
em ổn chứ,Neutral,300
khok tiếng chóa,Neutral,300
xem thêm bình luận,Neutral,300
lớnn r phải chiến thắng bản thân mà giựt hc bổng,Negative,301
ngủ thôiii,Negative,301
ảo giác đó bạn đang mơ thôi,Neutral,301
ăn xong rùi ngủ thì lại ấm luôn cả bụng vui thật,Postive,301
rốp rẻn đi ngủ th,Negative,301
rốp rẻn từ nãy luon roi high,Negative,301
học nó k chỉ ấm đầu mà còn ấm cái bảng điểm,Postive,301
cháu bình đã có time sv kinh điển nhể,Postive,301
học lại thì ấm thận vui thật,Neutral,301
coi đá bóng trên elearning nào vui thật,Neutral,302
hẳn nào vui thật,Neutral,302
nỗi đau này ai thấu đai buồn thật,Negative,302
giải đáp thắc mắc,Postive,302
ngủ vui thật,Postive,302
thực ra không có cái chăn nào cả,Negative,302
số trời,Neutral,302
đây à vui thật,Neutral,302
đúm nó đó c vui thật,Neutral,302
thật sự không phải chăn ấm đâu,Negative,302
mà còn nệm êm nữa ad,Negative,302
ưu đãi dành riêng cho các bạn sinh viên cấp thẻ tiêu dùng triệu miễn lãi ngày đầu trả góp hàng tháng từ không phí mở thẻ mở ra chưa dùng thì vẫn miễn phí đặc biệt 𝐠𝐢𝐨̛́𝐢 𝐭𝐡𝐢𝐞̣̂𝐮 𝐛𝐚̣𝐧 𝐧𝐡𝐚̣̂𝐧 𝐧𝐠𝐚𝐲 𝑙𝑖𝑒̂𝑛 ℎ𝑒̣̂ 𝑉𝑖𝑒̣̂𝑡 đ𝑒̂̉ 𝑛𝑎̆́𝑚 𝑟𝑜̃ 𝑡ℎ𝑒̂̉ 𝑙𝑒̣̂ 𝑡𝑟𝑢̛𝑜̛́𝑐 𝑘ℎ𝑖 𝑔𝑖𝑜̛́𝑖 𝑡ℎ𝑖𝑒̣̂𝑢 𝑏𝑎̣𝑛 liên hệ 𝗩𝗶𝗲̣̂𝘁 𝗰𝗼́ 𝗭𝗮𝗹𝗼 hỗ trợ sv toàn quốc sv đà nẵng càng tốt thủ tục chỉ cần cccd thẻ sv,Neutral,302
ít mì,Negative,303
u and i,Neutral,303
học đi,Neutral,303
có nịt vui thật,Neutral,303
taoooo,Neutral,303
chúng ta,Neutral,303
hay mi đang mần cái chi đó lắm,Neutral,303
full ahọc bổng,Neutral,303
còn ai ngoài cta nữa,Negative,303
kìa,Neutral,303
ước được a hí,Neutral,303
đang đi chơi ở màk,Neutral,303
lỡ cuối kì t bị d thì cho t mượn cái quần t đội cho bớt nhục,Neutral,303
rg mà nói xui rứa hè,Negative,303
tuyệt vời quá chị,Postive,303
đủ rùi,Neutral,303
đừng học nx mà,Neutral,303
yên tâm hôg có hc đâu,Postive,303
mn tag nhau tui áp lực,Negative,303
thấy cái chi cũng áp lực hết hả,Negative,303
cầu chúccccccc,Neutral,303
huyên đỉnh,Negative,303
pro trọn đời,Postive,303
có được anh ấy,Postive,303
tuyệt vời quá chị ơiiiii,Postive,303
út linh chê xin đi chơi k cho,Negative,303
ny k cho à hâhha,Neutral,303
út linh chớ ai rủ rồi k cho ngta đi chê,Postive,303
thử đi hỏi noel bùn rủ bạn bè đi chơi nó kêu đi lên ny nó chơi chơi cqq j trên nớ vui thật,Neutral,303
út linh rủ dạochớ ai rủ lên nớ chơi chời,Negative,303
im dạo lên ny mình nói z là chắc k lên,Neutral,303
út linh chê,Negative,303
còn gì bằng nữa tự nhiên thấy cũm ấm,Negative,303
tắt đt học bài lẹ,Negative,303
nghe nói bạn phải hân,Postive,303
t nằm hc kh phải ngồi hc vui thật,Neutral,303
ở ngoài đường học thì có đượt a khum ạ,Neutral,303
vác cái xác về nhà ngủ,Negative,303
duii nhể,Neutral,303
mai vi mô,Neutral,303
thêm anh ngyeu giữa trời giá rét này nữa thì tuyệt,Postive,303
có toi và nhật diệu thoai,Postive,303
chắc chưa,Neutral,303
chắc rất chắc và siêu chắc nhó,Neutral,303
ngồi học bài nha chứ không tính nằm học bài nha quý dị,Negative,303
hơi ấm mùa đông là đây chứ đâu mọi người vây quần bên nhau để cùng sửu ấm tâm sự với nhau trong những ngày cuối năm này nhé địa chỉ nguyễn hữu thọ sđt free ship khu vực bán kính nhé,Postive,303
vợ tương lai của mình nhớ đi chơi về sớm nhé,Negative,303
vẫn học bài đều đều,Neutral,303
thâm thúy z ad ngày càng mặn,Negative,304
gg dịch đúng chưa vậy,Neutral,304
sao con buồn,Negative,306
công nhận là góc này đẹp nha,Postive,306
ad là râu con à,Neutral,307
man cute hay man đỏ,Negative,307
đồng môn rồi á,Neutral,307
cay vui thật,Negative,307
kh có nhưng,Neutral,307
bạn em thích ad lắm nó cx ricon nữa ad cho em xin địa chỉ nhà đc ko,Neutral,307
k phải tại máy ta hâhhah,Neutral,307
tự nhiên coi đá banh thôi,Negative,307
ác,Negative,307
dự kiến tầm kém có lại nha,Negative,307
ơ đâu fan man nè,Neutral,307
ad chỉ sợ bạn em đi lạc như cú sút của nunez thôi vui thật,Negative,307
web xem điểm cũng sập,Negative,307
thi môn vấn đáp ngày sự thật ko hề giả trân,Neutral,308
thi môn vđ ngày,Neutral,308
thì vấn đáp ngày và hai ngày sau thi môn tư tưởng buồn thật,Negative,308
bà là sự kết hợp của cả hai toẹt vời,Postive,308
ổnnt vui thật,Postive,308
pen nao dh,Neutral,308
mai mới thi nhưng biết kết quả rồi đó vui thật,Postive,308
hong sao hết á mưa nào mà không ướt đúng khum,Negative,308
khuyên các bạn là nên học những môn căn bản này cho thật kỹ và nắm chắc sau này đi làm hay muốn phát triển thì đó là những thứ nền tảng đừng để sau đi làm phải bỏ tiền ra học lại như ko nhầm thì để học lại những môn này buổi gì đó thì mất tầm,Negative,309
sau ni đi tuyển dụng cũng có thi mà bồ,Neutral,309
trước sau gì cũng phải học bồ ha đi lồm mà mấy đứa ko biết vĩ mô mà chém vĩ mô nó buồn cười lắm,Negative,309
tinh hoa hội tụ sinh viên rất yêu,Postive,309
cũng yêu lắm,Postive,309
á bản thiết kế zĩ đại,Neutral,309
vui vẻ,Postive,309
không dám nhận tình yêu to lớn này đâu,Negative,309
thấy ghéc ninh thị bảo trâm hồng trang nguyễn thị trang,Neutral,309
yêu ko hếc,Postive,309
gúm quá chê,Negative,309
de,Negative,309
tha,Negative,309
ê vi mô nữa,Neutral,309
vậy cũng nghĩ ra được à,Neutral,310
share kìa,Neutral,310
đừng f là mừng r,Negative,310
mời cậu share trước,Neutral,310
thấy avt bn uy tín ko,Neutral,310
share đi bạn,Negative,310
cừi chết,Negative,310
nhanh còn kịp thi,Postive,310
share khu a thi khu d thần độ lệch khu vui thật,Negative,310
cái khu gắn liền với năm nhất cụa em,Neutral,310
về quê sao chưa vô mai thi rồi,Neutral,310
ee mai t thj thật m môn cơ sở thu phát rada nguy cơ trượt cao vãi,Negative,310
