content,emoji,comment,current,time,comments_size
"['Hình ảnh giấc ngủ bình thường của DUE-er, cụ thể là các bạn 49K ']","['Tất cả, 218', 'Buồn, 83', 'Thích, 69', 'Haha, 65', 'Yêu thích, 1']","['Thảo Ngọc học pài ngayyy', 'Phạm Hương cíu tui tr oi cíu tuiii', 'Phạm Hương 0h đi hỏi cách đki tín chỉ khổ ghê nơi', 'Tống Cẩm Quỳnh t bày hết hơi r á', 'Phạm Hương bởi hỏi cái giờ j hoàng đạo dễ sợ', 'Tống Cẩm Quỳnh Phạm Hương hê hê vẫn nà hoang mang', 'Hồ Như ngủ ngonnn', 'Thanh Phương ngủ mà mơ ra ktvm với triết là chị Phương tự hiểu', 'Hồ Như kh sao kh sao, thi xong là nghỉ Tết rồiii, nghĩ z đi cho duiii', 'Valt Đặng m đúng k', 'Tường Vi chắc phải dùng cách n thôi', 'Ha Luyenn coi mà áp dụng cho rồi', 'Nguyễn Hoàng Oanh đang chuẩn bị đạo cụ đây', 'Nguyễn Hương Giang', 'Vu Ngoc Mai Hoàng Ngân Thanh Tâm chắc còn cách ni bây ơi....', 'Le Quynh Huong cạo lấy gốc xong chưa', 'Le Quynh Huong chỉ 1 đêm là đủ', 'Thanh Tâm cách dành học bổng trong 1 đêm', 'Nguyên Hạnh chúc em may mén', 'Linh Phuong', 'Hồng Nhung nhanh đi e', 'Tâm Seol lưa có 1 cấy nựa haha', 'Trần Đại Dũng nạp chưa', 'Lê Vĩnh Diện từ từ á. Nốt hôm ni', 'Lê Vĩnh Diện nạp khoảng mấy ngày eng hè hahah', 'Trần Đại Dũng 14.1 rồi nạp hi', 'Lê Vĩnh Diện oke', 'Ploy Khanasa', 'Truyền được 5p thì phải xem tóp tóp vì đầy bộ nhớ', 'Ưu đãi tháng\n-\nGiới thiệu bạn mở thẻ tín dụng Sinh Viên nhận tiền thưởng nóng lên đến 250k\nKhi giới thiệu thì nhớ báo trước Việt, không tự ý hướng dẫn bạn đăng ký hồ sơ sẽ mất nhận thưởng.\nGiới thiệu 2 bạn đầu 150k, 2 bạn tiếp theo 200k, từ bạn thứ 5 trở đi 250k\nLiên hệ cho Việt - 0914 37 6465\nHỗ trợ sinh viên toàn quốc, sv Đà Nẵng càng tốt\nDuyệt hồ sơ trong 30p', 'Vâng']",61347,"Thứ Hai, 1 Tháng 1, 2024 lúc 20:00",31
['Chúc như ảnh \nHappy niu diaa'],"['Tất cả, 171', 'Haha, 64', 'Thích, 59', 'Yêu thích, 45', 'Buồn, 3']","['DUE Troll mất giọng rồi ad', '', 'Thùy Linh tổng lại là 1 năm như quầnq :)))', 'Chúc các bạn đi cao đao sớm về tới nhà']",62441,"Thứ Hai, 1 Tháng 1, 2024 lúc 00:00",4
[],[],[],63321,
['Trời mưa chưa kịp đi chơi lun á '],"['Tất cả, 227', 'Buồn, 94', 'Thích, 84', 'Haha, 46', 'Wow, 2', 'Yêu thích, 1']","['Linh Khánh quá đãaa', 'Phạm Thị Thanh Lam đang hạnh phúc thì buồn ngang', 'Trang Phan học đi', 'Ngọc Châu Chưa thi nữa', 'Trang Phan thi đi mà nghỉ tết', 'Hà Nguyễn Đoàn Thị Hiếu chúc 2 bé zui', 'Minh Thùy buồn của hà', 'Hà Nguyễn zui zẻ tận hưởng cuộc sống nha', 'Ngọc Bình 4 ngày nx mình bán mình cho tư bản (((', 'Thanh Dương m để t nghỉ lễ yên coyyyy', 'Ngọc Bình t thấy m cx pải thays', 'Ngọc Bình M đừng xợ mà hãy wen ik vì m còn gặp Dù ở chốn tư bản đó nx hihi', 'Pham Ngoc có thấy hong, seo mà cố chấp quá', 'Tâmm Tâmm quá mợt', 'Phạm Ngọc học đi cho khỏi nợ môn', 'Tâmm Tâmm chăm chỉ', 'Ngô Lưu Thanh Nguyễn Trần Hồng HảiLê Ngọc Ánh đã mua tài liệu chưa', 'Yến Nhi mới có thống kê pass th...', 'Nguyễn Trúc Mai sắp hết 1 ngày r kìa', 'Trần Huyền Thở lẹ thở lẹ', 'Dự báo thời tiết: mưa cho tới hôm đi học mới nắng', '-Trạm bia 07 cần tuyển phụ bếp\n-Giờ làm : 16:00-23:30\n-Lương 5.000.000-5.500.000/ tháng\n-Yêu cầu : Thật thà,nhanh nhẹn, có kinh nghiệm phụ bếp.\nQuan tâm ib hoặc gọi sdt 0366445585\nĐịa chỉ : 07 Nguyễn Hữu Thọ\nCòn tus là còn tuyển nha']",63830,"Thứ Sáu, 29 Tháng 12, 2023 lúc 20:28",22
['Mấy bạn thi Thống kê ca 2 sáng nay kiểu:\nĐề lẻ:\n\nĐề chẵn:'],"['Tất cả, 412', 'Thích, 162', 'Buồn, 146', 'Haha, 98', 'Yêu thích, 3', 'Wow, 2', 'Thương thương, 1']","['Tâmm Tâmm m đề chi ku', 'Nguyễn Mỹ Dung ê m mần đc ko?', 'Nguyễn Thị Hà An xời xời, A nhá', 'Nguyễn Mỹ Dung mới thi mà biết điểm lun đc à. Đỉnh đỉnh.', 'Nguyễn Thị Hà An còn phải lói', 'Ngọc Oanh', 'Nguyễn Vy đề mô z', 'Chương Hân lẻ', 'Hồ Hồng', 'Hải Vân cấp cứu', 'Diệu Huyền cấp cứu cấp cứu t', 'Quỳnh Oanh A chhh', 'Anh Truc là lẻ dữ chưa', 'Tường Vy', '', 'Ly Na ổn ko em', 'Quỳnh Hương 3 sound là thấy ổn rồi', 'Trần Đức Duy Anh nhớ quá =)))', 'Đỗ Huệ Tâm ám ảnh cuộc đời', 'Thùy Nhung Lê đề nào', 'Nguyễn', 'Caryam Trương chị em chung số phận\n?', 'Hoàng Vy Lê c ổn k', 'Yến Phan hong', 'Nguyễn Hạ', 'Tường Vy Lan Huong Nguyen ổn k 2 cô gái', 'Thảo Ly sắp ngủm r chị', 'Thảo Ly chìm lun r chị iu', 'Minh Thư iem ns gì đi :))', 'Nguyễn Phan Thanh Thảo buồn của Minh Thư', 'Nguyễn Như Ýy m đề mấy :))) còn sống ko em', 'T. Ngô Hoài Ngọc dạ ổn áp chị:))', 'Nguyễn Ngọc Bích hãy phát biểu cảm nghĩ của bạn', 'Nhật Ny chếc tâm rồi đừng hỏi', 'Gia Bảo Trương', 'gục ngã Phương Thảo', 'Khánh Trâm bạn có như dị k', 'Phương Thảo đề nào cũng dị', 'Nguyễn Thị Minh Thảo mình ca 1 =))', 'Hồ Ngọc Hà My hong biết có giống hân=)))', 'Nguyễn Thị Minh Thảo thoi cứ slay trước =)))', 'Hồ Ngọc Hà My qua gòi cho qua luôn đi=))))', 'Minh Anh ổn k :)))', 'Nhi bảo sao mù, đem tập đề 50 tờ vào không có câu nào', 'Thu Giang sao r hai ơi', 'Bảo Hân gãy', 'Thống kê đã là gì:v', '..', 'Dốt dốt Lê Văn Đức Tiến Lê Quang Hiển', 'Khánh Nguyễn tối thắp hương kêu ông bà độ lẻ r mà', 'Trần Thị Bích Tuyền xỉu', 'HT Thu Thuỷ thở oxi', '', 'Doan Thuyen thì ra là dị hả', 'ỗn', ""Đinh Hồng Phượng ổn't"", 'Như Thắm đau đớn', 'Van Nguyen Thuy', 'Thu Hương Nguyễn tư thi ca 1', 'Minh Diệu\nt ỗn', 'Ca 1 cũng v mà', 'Đào Hoa Quỳnh Như haiz hết cứu r b', 'Thuy Linh hết cíu', 'Tuyên Phan khók', 'Hà Như Tuấn cũng dễ bạn không thấy khó cho lắm', 'Khánh Hà b đề gì ^^', 'Thục Nghi tui số đề ^^', 'Quỳnh Như tụng kinh niệm phật dùm t :)))', 'Lê Phương Thảo Tệ', 'Nguyễn Thị Hòa seo bạn chẵn hay lẻ', 'Le Viet Bang Tram', 'Nguyễn Lê Thành Linh số bạn chẵn hay lẻ', 'Duyên Đặng đời bạc bẽo nên nó vào chẵn :((', 'Quô Quỳnh Phạm', 'Ngô Hiền ổn khom iêm', 'ổn’t', 'Cẩm Tiên Đoàn đề R2 dễ', 'Nguyễn Ngọc Đức b niệm r', 'Cẩm Tiên Đoàn b ôn kĩ z mà', 'Nguyễn Ngọc Đức kĩ wp thì có', 'Thư Lê khócc', 'Diễm Quỳnh cũng thi chung mà lạ quá cậu…', 'Win Nguyễn', 'Diễm Quỳnh nói chung là vậy…', 'Nguyen Thi Kieu Anh em ổn chứ', 'Hạnh TrầnnKhánhh Hằnggg', 'Hà Đào khok tiếng choá', 'Xem thêm bình luận', '50/76']",64913,"Thứ Tư, 27 Tháng 12, 2023 lúc 10:45",89
"['Học thì ấm cái đầu thôi. Nhưng thử đắp chăn đi ngủ mà xem, ấm từ đầu đến chân']","['Tất cả, 229', 'Haha, 141', 'Thích, 78', 'Buồn, 8', 'Yêu thích, 1', 'Thương thương, 1']","['Hồng Mỹ', 'Thanh Tâm Đỗ lớnn r phải chiến thắng bản thân mà giựt hc bổng', 'Phan Võ Thanh Tuyền ngủ thôiii', 'Nhung Lê Anh Truong The', 'Lê Nhung Ảo giác đó. Bạn đang mơ thôi', 'Ăn xong rùi ngủ thì lại ấm luôn cả bụng :)))', 'Bảo Ngân rốp rẻn đi ngủ th', 'Thanh Trúc Đoàn rốp rẻn từ nãy luon roi high', 'học nó k chỉ ấm đầu mà còn ấm cái bảng điểm', 'Nguyễn Thị Thanh Bình cháu Bình đã có time sv kinh điển nhể', 'Học lại thì ấm thận:))']",65584,"Thứ Ba, 26 Tháng 12, 2023 lúc 23:14",11
"['Vào một buổi tối đẹp trời, không khí se se lạnh cực chill nên tui đã quyết tâm học bài để giật học bổng trở thành con ngoan trò giỏi, niềm tự hào của bố mẹ, và được bạn bè, thầy cô quý mến. Nhưng thật không may, web trường đã hỏng...nên tui phải cố gắng chui lại vào chiếc chăn ấm áp của mình...']","['Tất cả, 187', 'Haha, 98', 'Thích, 63', 'Buồn, 25', 'Yêu thích, 1']","['Coi đá bóng trên elearning nào :)))', 'Hẳn nào:))', ""Trâm Huỳnh nỗi đau này ai thấu đai:'))"", 'Nguyễn Thị Trà My giải đáp thắc mắc', '=))))))) ngủ', 'thực ra không có cái chăn nào cả', ':((', 'Thư Nguyễn số trời', 'Phạm Hồng Khuyên', 'Phương Liên Thương Thương Nguyễn đây à:)))', 'Võ Thị Ngọc Linh đúm nó đó c :)))', 'Thật sự không phải chăn ấm đâu...', 'DUE Troll mà còn nệm êm nữa ad', 'Ưu đãi dành riêng cho các bạn Sinh Viên\n1/ Cấp thẻ tiêu dùng 5-10 triệu\n2/ Miễn lãi 60 ngày đầu, trả góp hàng tháng từ 300k\n3/ Không phí mở thẻ, mở ra chưa dùng thì vẫn miễn phí\nĐẶC BIỆT, 𝐠𝐢𝐨̛́𝐢 𝐭𝐡𝐢𝐞̣̂𝐮 𝐛𝐚̣𝐧 𝐧𝐡𝐚̣̂𝐧 𝐧𝐠𝐚𝐲 𝟐𝟎𝟎𝐊\n** 𝑙𝑖𝑒̂𝑛 ℎ𝑒̣̂ 𝑉𝑖𝑒̣̂𝑡 đ𝑒̂̉ 𝑛𝑎̆́𝑚 𝑟𝑜̃ 𝑡ℎ𝑒̂̉ 𝑙𝑒̣̂ 𝑡𝑟𝑢̛𝑜̛́𝑐 𝑘ℎ𝑖 𝑔𝑖𝑜̛́𝑖 𝑡ℎ𝑖𝑒̣̂𝑢 𝑏𝑎̣𝑛\nLiên hệ: 𝗩𝗶𝗲̣̂𝘁 - 𝟬𝟵𝟭𝟰 𝟯𝟳 𝟲𝟰𝟲𝟱 (𝗰𝗼́ 𝗭𝗮𝗹𝗼)\nHỗ trợ SV toàn quốc, SV Đà Nẵng càng tốt\nThủ tục chỉ cần CCCD & Thẻ SV']",66255,"Thứ Hai, 25 Tháng 12, 2023 lúc 21:08",14
['Tối nay ai ở nhà học bài xứng đáng được thi được A+++'],"['Tất cả, 313', 'Thích, 175', 'Haha, 91', 'Yêu thích, 41', 'Buồn, 4', 'Thương thương, 2']","['Ít mì', 'Quỳnhh Như', 'Ngọc Thuỳ u and i', 'Nguyễn Phan Như Quỳnh học đi', 'Phạm Tấn Phát có nịt :))', 'Taoooo', 'Ngoc Diem chúng ta', 'Ngọc Diễm hay “mi đang mần cái chi đó??” lắm', 'Thảo Vy full A+học bổng', 'Bảo Ngọc còn ai ngoài cta nữa', 'Nguyễn Xuân Ngà A+ kìa', 'Nguyễn Hà My ước được A+ hí', 'Hoài An', 'Nguyễn Như Bảo đang đi chơi ở zone6 màk', 'Lê Yến', 'Linh Nguyễn lỡ cuối kì t bị D thì cho t mượn cái quần t đội cho bớt nhục', 'Lê Yến rg mà nói xui rứa hè', 'Trương Thu Nhân tuyệt vời quá chị', 'Lê Nguyễn Thúy Hằng đủ rùi', 'Trương Thu Nhân đừng học nx mà', 'Phương Kiều yên tâm. Hôg có hc đâu', 'Lê Nguyễn Thúy Hằng mn tag nhau tui áp lực', 'Phương Kiều thấy cái chi cũng áp lực hết hả', 'Trần Tình cầu chúccccccc', 'Huyên đỉnh', 'Pass Elsa pro trọn đời 750k', 'Ha Quyen có được anh ấy', 'Khánh Trang tuyệt vời quá chị ơiiiii', 'Út Linh chê xin đi chơi k cho', 'Khánh Trang ny k cho à hâhha', 'Út Linh chớ ai rủ rồi k cho ngta đi chê', 'Khánh Trang thử đi hỏi noel bùn rủ bạn bè đi chơi nó kêu đi lên ny nó chơi\nChơi cqq j trên nớ:)', 'Út Linh rủ dạo.chớ ai rủ lên nớ chơi chời', 'Khánh Trang im dạo lên ny mình\nnói z là chắc k lên', 'Út Linh chê', 'Khánh Trang', 'Khánh Huyền còn gì bằng nữa\nTự nhiên thấy cũm ấm', 'Thu Kim tắt đt học bài lẹ', 'Yến Vy nghe nói bạn phải hân', 'Phan Thị Hồng Vân t nằm hc kh phải ngồi hc :>>', 'Trần Hà My ở ngoài đường học thì có đượt A khum ạ', 'Hiền Vy vác cái xác về nhà ngủ', 'Lê Như Quỳnh Nhật Diệu Huong Nguyen duii nhể', 'Huong Nguyen mai 10đ vi mô', 'Lê Như Quỳnh + thêm 10 anh ngyeu giữa trời giá rét này nữa thì tuyệt', 'QuynhNhu Nguyen Chỉ có toi và Nhật Diệu thoai', 'Huong Nguyen chắc chưa', 'QuynhNhu Nguyen chắc rất chắc và siêu chắc nhó', 'Ngồi học bài nha, chứ không tính nằm học bài nha quý dị', 'Hơi ấm mùa đông là đây chứ đâu\nMọi người vây quần bên nhau để cùng sửu ấm, tâm sự với nhau trong những ngày cuối năm này nhé\n-------------------------------------\nĐịa chỉ : 07 Nguyễn hữu Thọ\nSđt : 09.323.868.07\nFree ship khu vực bán kính 3km nhé', 'Vợ tương lai của mình nhớ đi chơi về sớm nhé', 'Vẫn học bài đều đều']",67128,"Chủ Nhật, 24 Tháng 12, 2023 lúc 19:50",52
"['Noel đã tới\nNhưng ""end"" của deadline chưa tới ']","['Tất cả, 159', 'Thích, 65', 'Buồn, 65', 'Haha, 26', 'Yêu thích, 3']","['Phuong Anh Ho Hoàng Trang Anh Khoa thâm thuý z, ad ngày càng mặn', 'Gg dịch đúng chưa vậy']",67835,"Chủ Nhật, 24 Tháng 12, 2023 lúc 10:10",2
[],[],[],68905,
['Mới sáng mà ai đưa ghế ra đây ngồi chill z '],"['Tất cả, 246', 'Haha, 171', 'Thích, 69', 'Buồn, 3', 'Yêu thích, 2', 'Thương thương, 1']","['Phương Trinh\nsao con buồn', 'Công nhận là góc này đẹp nha']",69762,"Thứ bảy, 23 Tháng 12, 2023 lúc 08:04",2
"['Anh 7 ghi bàn quá đẹp, Web elearning đã sập ']","['Tất cả, 205', 'Haha, 112', 'Thích, 70', 'Buồn, 22', 'Yêu thích, 1']","['DUE Troll ad là râu con à', 'DUE Troll man cute hay man đỏ', 'DUE Troll đồng môn rồi á', 'Kiệt Đỗ =)))))))))))))))) cay', 'DUE Troll 10đ kh có nhưng', 'Thục Đan', 'Bạn em thích ad lắm, nó cx ricon nữa, ad cho em xin địa chỉ nhà đc ko', 'Ngọc Phú Ngọcc Châuu k phải tại máy ta hâhhah', 'Vu Ngoc Mai tự nhiên coi đá banh thôi', 'Văn Nguyễn Tĩnh', 'Văn Nguyễn Tĩnh ác', 'Dự kiến tầm 7h kém 10 có lại nha', 'Hải Đăng ơ đâu, fan Man nè', 'Hải Đăng ""Glory, Glory""', 'Hà Phước Thịnh ad chỉ sợ bạn em đi lạc như cú sút của Nunez thôi =)))', 'Web xem điểm cũng sập']",71011,"Thứ Tư, 20 Tháng 12, 2023 lúc 16:43",16
['Lịch trình của sinh viên gần đây kiểu '],"['Tất cả, 367', 'Buồn, 195', 'Thích, 118', 'Haha, 52', 'Thương thương, 1', 'Wow, 1']","['thi 3 môn vấn đáp 1 ngày\nsự thật ko hề giả trân', 'Thi 3 môn vđ 1 ngày', 'Meri Ngô', ""Thì vấn đáp ngày 14 :')) và hai ngày sau thi 2 môn tư tưởng"", 'Sơn My', 'Trần Trâm bà là sự kết hợp của cả hai, toẹt vời', ""Ổn'nt :))))"", 'Vilay Svy pen nao dh', 'EmWarn Soutthida mai mới thi nhưng biết kết quả rồi đó :))', 'DUE Confessions hong sao hết á, mưa nào mà không ướt, đúng khum']",71794,"Thứ Ba, 19 Tháng 12, 2023 lúc 20:00",10
"['Sinh viên Kinh tế rất yêu, nhưng mà Yêu lại từ đầu \n------\nCre: Đài Phát Thanh.']","['Tất cả, 218', 'Buồn, 96', 'Thích, 65', 'Haha, 56', 'Yêu thích, 1']","['Khuyên các bạn là nên học những môn căn bản này cho thật kỹ và nắm chắc. Sau này đi làm hay muốn phát triển thì đó là những thứ nền tảng. Đừng để sau đi làm phải bỏ tiền ra học lại (như ko nhầm thì để học lại những môn này 5-7 buổi gì đó thì mất tầm 10-20tr)', 'Nguyễn Hữu Nguyên sau ni đi tuyển dụng cũng có thi mà bồ', 'Nguyễn Anh Vũ trước sau gì cũng phải học bồ ha. Đi lồm mà mấy đứa ko biết vĩ mô mà chém vĩ mô nó buồn cười lắm', '', 'Trúc Linh Quỳnh Trang Thảo Vy tinh hoa hội tụ, sinh viên rất yêu', 'cũng ""yêu"" lắm', 'Kim Châu Á bản thiết kế zĩ đại', 'Hoàng Nguyễn Minh Minh Lê Như Tâm Nguyễn Trang Nguyễn Cát Tường vui vẻ', 'Không dám nhận tình yêu to lớn này đâu', 'Thấy ghéc Ninh Thị Bảo Trâm Hồng Trang Nguyễn Thị Trang', 'Hiếu Ngọc yêu ko hếc', 'gúm quá, chê', 'Chiu Min de de de', 'Tha', 'Ê vi mô nữa']",72576,"Chủ Nhật, 17 Tháng 12, 2023 lúc 23:02",15
['Tương truyền khu A Trường ĐH Kinh tế có một vị thần điểm A '],"['Tất cả, 690', 'Thích, 305', 'Yêu thích, 231', 'Haha, 136', 'Buồn, 10', 'Thương thương, 8']","['Vậy cũng nghĩ ra được à', 'Gia Hânn share kìa', 'Trúc Quỳnh đừng F là mừng r', 'Nguyệt Thu mời cậu share trước', 'Kim Dung thấy avt bn uy tín ko', 'Nguyễn Mỹ Dung share đi bạn.', 'Nguyễn Thị Hà An cừi chết', 'Nguyễn Mỹ Dung nhanh còn kịp thi', 'Share khu A thi khu D :))) thần độ lệch khu', 'Cái khu gắn liền với năm nhất cụa em', 'Nguyễn Duy Bảo về quê sao chưa vô, mai 9h thi rồi', 'Nguyễn Duy ee mai t thj thật m, môn Cơ sở thu phát rada, nguy cơ trượt cao vãi', 'Nguyễn Duy Bảo nỏ can chi cạ, nốt kì này ta nháp, kì sau mần lại, bị đuổi thì về mần lẫy kím cơm', 'Ngọc Ánh\nnếu bạn cần', 'đã share', 'Thanh Tâm Đỗ lẹ lẹ m ơi', 'Thu Anh Ngo ác kk', 'Quỳnh Hương share i là dc 11đ', 'Bao Tram 10 điểm rưỡi rồi', 'Hoai Thuong Tâm linh thoi nàoo', 'Có thật là như v khong', 'Đỗ Thị Thu Hà có với người học bài á', 'Nguyễn Vĩnh ừm Vĩnh =))', 'share mì tôm là được điểm cao nha', 'An Bình ba cái đồ học kì th mà', 'Chúc em lsđ A kk']",73464,"Chủ Nhật, 17 Tháng 12, 2023 lúc 20:03",26
"['Làm gì làm, up locket cái đã ']","['Tất cả, 312', 'Haha, 211', 'Thích, 78', 'Buồn, 23']","['Nguyễn Hải Yến', 'Thu Thảo ám ảnh luôn m', 'Ai Oanhh m à', 'Võ Thi Anh Thư j ko nhớ', 'Thương Hà', 'Tuyết Quân cái ni thấy hum linh lúm', 'Như Bích', 'Trâmm Emm tuổi trẻ thiệt chứ, trường mà thấy là nắm cái đầu lung quá -.-', 'Nguyễn Thị Na cùng lắm học lại để lần sau đi thi up locket tiếp thoi mà, khom saooo', 'Huỳnh Ngọc Thoa :)) làm phát nữa cho chấn động', 'Nguyễn Thị Thu Huyền úp mín r chiến haha', 'Nhi Trần', 'Lê Nguyễn Thùy My Ho Ngoc Minh Anh dân xài lọc kẹt phải thế', 'Nhat Uyen rớt môn cũng phải locket', 'Nhat Thu cho tiền học lại thì đỡ', 'Thấy còn 3s nên tui phải dơ máy lên chụp liền đó']",74317,"Chủ Nhật, 17 Tháng 12, 2023 lúc 12:00",16
['Môn tưởng A thì D\nMôn tưởng D thì\n----\nthì D'],"['Tất cả, 194', 'Buồn, 94', 'Thích, 57', 'Haha, 43']","['Câu học nhiều thì làm sai, câu ko học thì lại bỏ trắng', 'Nguyễn Thanh Trà t mượn cmt để t nói m đó chứ m cười chi', 'Thì học lại :)))', 'Nhàn Thanh ổn ko em?', 'đang nghe nhạc thiền', 'Hòa Lê', 'Thương Ngọc Ly Ly TỪNG ÔN REMIX', 'Thu NguyễnThảo NguyênLinh Đen toi không thể thấy điều này 1 mình', 'Phạm Trà zui quá chời', 'Hoàng Quỳnh Trang', 'Trần Thị Hồng Ngân Đừng nói nữa đi nấu ăn đi:)))', '^^']",75435,"Thứ bảy, 16 Tháng 12, 2023 lúc 22:16",12
['Vì bạn xứng đáng  '],"['Tất cả, 266', 'Haha, 126', 'Thích, 100', 'Buồn, 37', 'Yêu thích, 2', 'Wow, 1']","['DUE Troll đang tu skill mai thi', 'Phương Trinh', 'Bảo Vy', 'ghi nhận Lê Ngọc Cường :)))', 'Chi Linh Hoàng hãy trao cho tôi', 'Phan Võ Thanh Tuyền chúm ta cần nhận được sự công nhận', 'Diệu An bạn xứng đáng được nhận', 'Trang Phan lúc nào cũng thấy than dl rồi đc nhận chưa', 'Ngọc Châu Giải ngủ nhiều nhất năm', 'Trang Phan đăng story liền', 'Ngọc Châu Nhường m', 'Trang Phan chụp qua t đăng', 'Ngọc Châu Chờ ship vô cho', 'Hằng Nguyễn sale cho trường đi', 'Hằng Nguyễn xem ai tiềm năng', ':))', 'Trần Hiền sale cho Hà ny à']",76387,"Thứ Sáu, 15 Tháng 12, 2023 lúc 21:44",17
['Trường có chuyện gì vậy mọi ngườiii '],"['Tất cả, 227', 'Thích, 158', 'Haha, 49', 'Buồn, 17', 'Wow, 2', 'Yêu thích, 1']","['Tập huấn thôi mà t la thiệt bây', 'Trời nắng tưới nước cho mát', 'Tâm Nguyên thế khói là do gì anh', 'Khánh Trần quen qá :))', 'Lê Minh', 'Lê Trung Hiếu bớt hóng lại nha pé =))', 'Lê Minh ko hóng đời không nể b ơi', 'Nguyên cháy hết đề thi r. Khỏi thi nữa, yeah', 'Tưởng cháy đề chớ', 'Tin chuẩn chưa để đi kể:v', 'Lê Văn An kể đại đại đi rồi confirm sau', 'Trần Long Xuân Phong Nguyễn chừa lun :)))', 'Sinh Văn thề sợ ngang', 'Trần Long làm phát hết hồn', 'Sinh Văn đang buồn ngủ làm quả tỉnh ngủ', 'Sinh Văn nghỉ 1 hôm mà trường zui thế :))', 'Hoàng Tuấn bị bắn súng nước :)))', 'Sinh Văn zui zậy', 'Hoàng Tuấn hong đi hong zui', 'Hoàng Tuấn quê chứ hông dui :((', 'Tập huấn phòng cháy', 'Vĩnh Phúc Khánh Đoan còn đó thì ấn phím 1', 'Miinh Hằnngg ra xĩu có a đẹp trai cứu neeee', 'Hạ Quyên Nguyễn đừng nghịch ngợm nữa, bây giờ với tôi toàn là nghịch cảnh', 'Mấy đứa không đăng ký được tín chỉ đốt á', 'Nguyễn Tiến mất dạy, mi đúng không ?', 'Thanh Sang nói bé mồm thôi', 'Mai Đặng cháy trường hả cô giáo', 'Mỹ Duyên ko có bik lun', 'Trương Thị Thảo Vân Phương Như chạy nhanh lắm, văng dép chứ nhiêu :))', 'Anhh Kim tưởng có sinh viên chơi trội k á mi', 'Vương Andy dụ chi rứa?', 'Anhh Kim ai biết chi mô, làm t tưởng sv\ntrường', 'Ngọc Ánh Thuy Vinhh đề cháy rồi nên nghỉ học thui', 'Lê Hằng ok bỏ thi thoi', 'Lê Hằng đề kh cháy m cũng có học đôu mà nghĩ', 'Ngọc Ánh thấm vl', 'Võ Nguyễn Bích Thủy Ngọc Vy Thu Thúy tầng 9 năm nào', 'Cháy trường:))', 'Thùy Linh sao cô lại đốt trường vậy =)))', 'Châu My tại tôi rớt môn nên tôi phải làm thế để trả thù', 'Thùy Linh chủng bị trường sẽ tăng học phí cho cô kkk', 'Châu My nữa hả', 'Đào Văn Tuyến mày đốt trường à', 'Võ Thiện Nhân ??', 'Tưới cây á trời nắng']",77792,"Thứ Sáu, 15 Tháng 12, 2023 lúc 15:24",46
['Vào đăng ký lại học phần bị hủy thì nhận ra trường chỉ mở 1 lớp trùng vào TKB cứng :))'],"['Tất cả, 110', 'Thích, 65', 'Haha, 25', 'Buồn, 20']","['DUE Troll ủa sao giờ tui vô gdtc4 xem thấy còn trống 1 nùi nè bà', 'Nghĩ tới cảnh năm sau đi học thể với 50K mà nao lòng', 'DUE Confessions tui thất học gdtc 3 bà ơi']",78644,"Thứ Sáu, 15 Tháng 12, 2023 lúc 08:46",3
"['Đại học kể ra cũng nhàn ', '0:05 / 0:14']","['Tất cả, 232', 'Buồn, 112', 'Haha, 71', 'Thích, 47', 'Yêu thích, 2']","['Quỳnh Nhưư có quen hongggg', 'đã đời']",79421,"Thứ Năm, 14 Tháng 12, 2023 lúc 20:00",2
